Data,Wartość dla NN Indeks Odpowiedzialnego Inwestowania (A),Waluta
2001-11-05,101.04,PLN
2001-11-06,101.08,PLN
2001-11-07,101.11,PLN
2001-11-08,101.14,PLN
2001-11-09,101.78,PLN
2001-11-12,100.74,PLN
2001-11-13,104.03,PLN
2001-11-14,106.65,PLN
2001-11-15,105.97,PLN
2001-11-16,105.69,PLN
2001-11-19,105.72,PLN
2001-11-20,105.10,PLN
2001-11-21,102.71,PLN
2001-11-22,103.53,PLN
2001-11-23,103.23,PLN
2001-11-26,103.03,PLN
2001-11-27,104.10,PLN
2001-11-28,103.68,PLN
2001-11-29,103.49,PLN
2001-11-30,102.93,PLN
2001-12-03,102.20,PLN
2001-12-04,103.81,PLN
2001-12-05,104.10,PLN
2001-12-06,104.09,PLN
2001-12-07,103.67,PLN
2001-12-10,101.64,PLN
2001-12-11,100.95,PLN
2001-12-12,100.55,PLN
2001-12-13,98.85,PLN
2001-12-14,98.37,PLN
2001-12-17,98.75,PLN
2001-12-18,100.93,PLN
2001-12-19,100.74,PLN
2001-12-20,100.59,PLN
2001-12-21,100.14,PLN
2001-12-27,100.58,PLN
2001-12-28,100.98,PLN
2001-12-31,101.20,PLN
2002-01-02,101.20,PLN
2002-01-03,101.56,PLN
2002-01-04,105.31,PLN
2002-01-07,107.75,PLN
2002-01-08,108.92,PLN
2002-01-09,108.49,PLN
2002-01-10,111.73,PLN
2002-01-11,111.55,PLN
2002-01-14,112.01,PLN
2002-01-15,110.34,PLN
2002-01-16,111.02,PLN
2002-01-17,111.71,PLN
2002-01-18,113.85,PLN
2002-01-21,113.17,PLN
2002-01-22,112.46,PLN
2002-01-23,115.52,PLN
2002-01-24,115.23,PLN
2002-01-25,116.08,PLN
2002-01-28,116.89,PLN
2002-01-29,114.53,PLN
2002-01-30,114.99,PLN
2002-01-31,113.68,PLN
2002-02-01,115.29,PLN
2002-02-04,114.52,PLN
2002-02-05,113.28,PLN
2002-02-06,111.38,PLN
2002-02-07,111.84,PLN
2002-02-08,110.62,PLN
2002-02-11,111.03,PLN
2002-02-12,111.58,PLN
2002-02-13,110.91,PLN
2002-02-14,111.81,PLN
2002-02-15,111.32,PLN
2002-02-18,111.12,PLN
2002-02-19,110.20,PLN
2002-02-20,109.56,PLN
2002-02-21,109.90,PLN
2002-02-22,109.23,PLN
2002-02-25,108.77,PLN
2002-02-26,110.43,PLN
2002-02-27,110.96,PLN
2002-02-28,111.12,PLN
2002-03-01,110.77,PLN
2002-03-04,111.73,PLN
2002-03-05,112.24,PLN
2002-03-06,111.83,PLN
2002-03-07,111.53,PLN
2002-03-08,112.67,PLN
2002-03-11,112.83,PLN
2002-03-12,111.33,PLN
2002-03-13,109.82,PLN
2002-03-14,110.54,PLN
2002-03-15,111.01,PLN
2002-03-18,110.90,PLN
2002-03-19,110.02,PLN
2002-03-20,109.24,PLN
2002-03-21,109.41,PLN
2002-03-22,109.65,PLN
2002-03-25,111.25,PLN
2002-03-26,109.37,PLN
2002-03-27,109.49,PLN
2002-03-28,110.14,PLN
2002-04-02,109.91,PLN
2002-04-03,108.99,PLN
2002-04-04,108.72,PLN
2002-04-05,108.98,PLN
2002-04-08,110.43,PLN
2002-04-09,110.22,PLN
2002-04-10,111.77,PLN
2002-04-11,111.69,PLN
2002-04-12,111.58,PLN
2002-04-15,110.76,PLN
2002-04-16,111.61,PLN
2002-04-17,111.91,PLN
2002-04-18,111.18,PLN
2002-04-19,110.80,PLN
2002-04-22,109.89,PLN
2002-04-23,110.06,PLN
2002-04-24,110.52,PLN
2002-04-25,110.21,PLN
2002-04-26,110.88,PLN
2002-04-29,111.76,PLN
2002-04-30,112.22,PLN
2002-05-02,111.61,PLN
2002-05-06,110.60,PLN
2002-05-07,110.53,PLN
2002-05-08,109.78,PLN
2002-05-09,110.30,PLN
2002-05-10,110.20,PLN
2002-05-13,109.99,PLN
2002-05-14,110.09,PLN
2002-05-15,110.54,PLN
2002-05-16,110.76,PLN
2002-05-17,113.85,PLN
2002-05-20,115.14,PLN
2002-05-21,114.64,PLN
2002-05-22,115.23,PLN
2002-05-23,114.67,PLN
2002-05-24,115.00,PLN
2002-05-27,115.19,PLN
2002-05-28,115.26,PLN
2002-05-29,114.70,PLN
2002-05-31,115.26,PLN
2002-06-03,114.82,PLN
2002-06-04,116.07,PLN
2002-06-05,115.19,PLN
2002-06-06,115.20,PLN
2002-06-07,115.14,PLN
2002-06-10,114.30,PLN
2002-06-11,114.29,PLN
2002-06-12,114.36,PLN
2002-06-13,114.40,PLN
2002-06-14,113.87,PLN
2002-06-17,111.92,PLN
2002-06-18,112.14,PLN
2002-06-19,111.46,PLN
2002-06-20,110.04,PLN
2002-06-21,109.89,PLN
2002-06-24,111.00,PLN
2002-06-25,109.12,PLN
2002-06-26,108.29,PLN
2002-06-27,106.72,PLN
2002-06-28,107.16,PLN
2002-07-01,105.59,PLN
2002-07-02,105.42,PLN
2002-07-03,104.06,PLN
2002-07-04,103.77,PLN
2002-07-05,103.30,PLN
2002-07-08,104.53,PLN
2002-07-09,104.57,PLN
2002-07-10,105.05,PLN
2002-07-11,103.96,PLN
2002-07-12,102.53,PLN
2002-07-15,102.51,PLN
2002-07-16,101.76,PLN
2002-07-17,101.91,PLN
2002-07-18,103.78,PLN
2002-07-19,102.08,PLN
2002-07-22,100.27,PLN
2002-07-23,98.26,PLN
2002-07-24,99.06,PLN
2002-07-25,96.92,PLN
2002-07-26,95.54,PLN
2002-07-29,97.20,PLN
2002-07-30,96.56,PLN
2002-07-31,96.75,PLN
2002-08-01,97.09,PLN
2002-08-02,98.29,PLN
2002-08-05,97.78,PLN
2002-08-06,97.09,PLN
2002-08-07,97.27,PLN
2002-08-08,96.33,PLN
2002-08-09,96.40,PLN
2002-08-12,96.51,PLN
2002-08-13,96.14,PLN
2002-08-14,98.14,PLN
2002-08-16,97.55,PLN
2002-08-19,97.73,PLN
2002-08-20,97.88,PLN
2002-08-21,97.14,PLN
2002-08-22,100.09,PLN
2002-08-23,100.10,PLN
2002-08-26,100.38,PLN
2002-08-27,101.07,PLN
2002-08-28,103.30,PLN
2002-08-29,101.65,PLN
2002-08-30,100.27,PLN
2002-09-02,101.25,PLN
2002-09-03,101.08,PLN
2002-09-04,98.76,PLN
2002-09-05,98.03,PLN
2002-09-06,97.52,PLN
2002-09-09,99.11,PLN
2002-09-10,99.39,PLN
2002-09-11,100.67,PLN
2002-09-12,101.49,PLN
2002-09-13,100.11,PLN
2002-09-16,99.65,PLN
2002-09-17,100.40,PLN
2002-09-18,100.57,PLN
2002-09-19,99.19,PLN
2002-09-20,98.86,PLN
2002-09-23,99.87,PLN
2002-09-24,99.41,PLN
2002-09-25,97.80,PLN
2002-09-26,99.10,PLN
2002-09-27,98.88,PLN
2002-09-30,98.52,PLN
2002-10-01,97.36,PLN
2002-10-02,96.95,PLN
2002-10-03,96.89,PLN
2002-10-04,97.46,PLN
2002-10-07,97.38,PLN
2002-10-08,96.40,PLN
2002-10-09,96.62,PLN
2002-10-10,96.67,PLN
2002-10-11,97.65,PLN
2002-10-14,99.13,PLN
2002-10-15,99.35,PLN
2002-10-16,100.95,PLN
2002-10-17,100.48,PLN
2002-10-18,100.64,PLN
2002-10-21,102.02,PLN
2002-10-22,102.07,PLN
2002-10-23,102.82,PLN
2002-10-24,102.80,PLN
2002-10-25,102.72,PLN
2002-10-28,102.50,PLN
2002-10-29,104.78,PLN
2002-10-30,104.97,PLN
2002-10-31,104.73,PLN
2002-11-04,105.10,PLN
2002-11-05,105.73,PLN
2002-11-06,104.71,PLN
2002-11-07,103.20,PLN
2002-11-08,102.63,PLN
2002-11-12,102.91,PLN
2002-11-13,103.01,PLN
2002-11-14,102.87,PLN
2002-11-15,103.66,PLN
2002-11-18,103.04,PLN
2002-11-19,103.55,PLN
2002-11-20,104.00,PLN
2002-11-21,104.30,PLN
2002-11-22,106.87,PLN
2002-11-25,107.22,PLN
2002-11-26,109.30,PLN
2002-11-27,108.38,PLN
2002-11-28,109.04,PLN
2002-11-29,108.90,PLN
2002-12-02,108.12,PLN
2002-12-03,110.43,PLN
2002-12-04,110.50,PLN
2002-12-05,109.32,PLN
2002-12-06,109.94,PLN
2002-12-09,108.66,PLN
2002-12-10,108.65,PLN
2002-12-11,107.22,PLN
2002-12-12,106.83,PLN
2002-12-13,107.63,PLN
2002-12-16,107.58,PLN
2002-12-17,107.67,PLN
2002-12-18,107.21,PLN
2002-12-19,105.10,PLN
2002-12-20,104.95,PLN
2002-12-23,104.69,PLN
2002-12-27,105.69,PLN
2002-12-30,106.49,PLN
2002-12-31,106.69,PLN
2003-01-02,106.45,PLN
2003-01-03,106.42,PLN
2003-01-06,108.85,PLN
2003-01-07,109.21,PLN
2003-01-08,109.62,PLN
2003-01-09,108.59,PLN
2003-01-10,108.69,PLN
2003-01-13,108.94,PLN
2003-01-14,111.11,PLN
2003-01-15,110.54,PLN
2003-01-16,110.48,PLN
2003-01-17,109.28,PLN
2003-01-20,107.94,PLN
2003-01-21,107.74,PLN
2003-01-22,106.95,PLN
2003-01-23,106.03,PLN
2003-01-24,107.17,PLN
2003-01-27,105.16,PLN
2003-01-28,103.54,PLN
2003-01-29,103.57,PLN
2003-01-30,103.90,PLN
2003-01-31,102.91,PLN
2003-02-03,103.37,PLN
2003-02-04,105.02,PLN
2003-02-05,103.35,PLN
2003-02-06,103.18,PLN
2003-02-07,101.82,PLN
2003-02-10,102.29,PLN
2003-02-11,102.77,PLN
2003-02-12,103.11,PLN
2003-02-13,102.16,PLN
2003-02-14,102.66,PLN
2003-02-17,102.48,PLN
2003-02-18,103.64,PLN
2003-02-19,102.82,PLN
2003-02-20,101.88,PLN
2003-02-21,102.74,PLN
2003-02-24,102.44,PLN
2003-02-25,101.67,PLN
2003-02-26,100.47,PLN
2003-02-27,100.70,PLN
2003-02-28,101.01,PLN
2003-03-03,101.44,PLN
2003-03-04,100.92,PLN
2003-03-05,99.80,PLN
2003-03-06,99.75,PLN
2003-03-07,99.77,PLN
2003-03-10,100.41,PLN
2003-03-11,102.72,PLN
2003-03-12,102.03,PLN
2003-03-13,101.91,PLN
2003-03-14,102.60,PLN
2003-03-17,102.02,PLN
2003-03-18,100.57,PLN
2003-03-19,101.90,PLN
2003-03-20,101.67,PLN
2003-03-21,101.94,PLN
2003-03-24,103.39,PLN
2003-03-25,103.26,PLN
2003-03-26,103.13,PLN
2003-03-27,103.24,PLN
2003-03-28,102.82,PLN
2003-03-31,102.72,PLN
2003-04-01,101.35,PLN
2003-04-02,101.40,PLN
2003-04-03,102.45,PLN
2003-04-04,103.77,PLN
2003-04-07,103.94,PLN
2003-04-08,105.74,PLN
2003-04-09,105.41,PLN
2003-04-10,105.67,PLN
2003-04-11,104.89,PLN
2003-04-14,104.74,PLN
2003-04-15,103.55,PLN
2003-04-16,103.74,PLN
2003-04-17,103.40,PLN
2003-04-22,103.99,PLN
2003-04-23,104.27,PLN
2003-04-24,104.80,PLN
2003-04-25,103.88,PLN
2003-04-28,104.53,PLN
2003-04-29,105.18,PLN
2003-04-30,105.26,PLN
2003-05-02,105.30,PLN
2003-05-05,106.18,PLN
2003-05-06,107.31,PLN
2003-05-07,107.75,PLN
2003-05-08,106.78,PLN
2003-05-09,107.14,PLN
2003-05-12,107.74,PLN
2003-05-13,107.92,PLN
2003-05-14,107.68,PLN
2003-05-15,109.25,PLN
2003-05-16,109.03,PLN
2003-05-19,108.86,PLN
2003-05-20,108.19,PLN
2003-05-21,107.92,PLN
2003-05-22,108.60,PLN
2003-05-23,109.01,PLN
2003-05-26,109.38,PLN
2003-05-27,109.65,PLN
2003-05-28,109.02,PLN
2003-05-29,109.63,PLN
2003-05-30,110.18,PLN
2003-06-02,111.29,PLN
2003-06-03,110.89,PLN
2003-06-04,111.34,PLN
2003-06-05,112.23,PLN
2003-06-06,112.16,PLN
2003-06-09,112.87,PLN
2003-06-10,112.07,PLN
2003-06-11,111.80,PLN
2003-06-12,112.15,PLN
2003-06-13,112.88,PLN
2003-06-16,112.62,PLN
2003-06-17,112.69,PLN
2003-06-18,113.49,PLN
2003-06-20,114.35,PLN
2003-06-23,114.64,PLN
2003-06-24,114.27,PLN
2003-06-25,113.69,PLN
2003-06-26,114.85,PLN
2003-06-27,115.20,PLN
2003-06-30,114.97,PLN
2003-07-01,115.41,PLN
2003-07-02,114.21,PLN
2003-07-03,115.26,PLN
2003-07-04,116.03,PLN
2003-07-07,117.78,PLN
2003-07-08,120.52,PLN
2003-07-09,119.88,PLN
2003-07-10,120.89,PLN
2003-07-11,121.72,PLN
2003-07-14,122.17,PLN
2003-07-15,124.48,PLN
2003-07-16,124.30,PLN
2003-07-17,123.92,PLN
2003-07-18,124.47,PLN
2003-07-21,126.02,PLN
2003-07-22,126.73,PLN
2003-07-23,125.63,PLN
2003-07-24,124.07,PLN
2003-07-25,124.44,PLN
2003-07-28,124.75,PLN
2003-07-29,127.62,PLN
2003-07-30,128.13,PLN
2003-07-31,127.30,PLN
2003-08-01,127.67,PLN
2003-08-04,127.49,PLN
2003-08-05,126.31,PLN
2003-08-06,126.91,PLN
2003-08-07,127.20,PLN
2003-08-08,130.44,PLN
2003-08-11,130.11,PLN
2003-08-12,131.46,PLN
2003-08-13,133.93,PLN
2003-08-14,133.66,PLN
2003-08-18,136.62,PLN
2003-08-19,137.71,PLN
2003-08-20,137.72,PLN
2003-08-21,137.37,PLN
2003-08-22,140.30,PLN
2003-08-25,143.17,PLN
2003-08-26,143.40,PLN
2003-08-27,145.78,PLN
2003-08-28,144.99,PLN
2003-08-29,144.02,PLN
2003-09-01,146.54,PLN
2003-09-02,150.65,PLN
2003-09-03,150.33,PLN
2003-09-04,148.91,PLN
2003-09-05,146.44,PLN
2003-09-08,143.89,PLN
2003-09-09,143.82,PLN
2003-09-10,142.25,PLN
2003-09-11,139.35,PLN
2003-09-12,139.99,PLN
2003-09-15,138.42,PLN
2003-09-16,138.02,PLN
2003-09-17,140.64,PLN
2003-09-18,140.41,PLN
2003-09-19,140.41,PLN
2003-09-22,140.75,PLN
2003-09-23,137.73,PLN
2003-09-24,138.23,PLN
2003-09-25,138.21,PLN
2003-09-26,137.98,PLN
2003-09-29,138.47,PLN
2003-09-30,137.41,PLN
2003-10-01,134.92,PLN
2003-10-02,135.01,PLN
2003-10-03,136.86,PLN
2003-10-06,138.56,PLN
2003-10-07,142.35,PLN
2003-10-08,141.74,PLN
2003-10-09,143.86,PLN
2003-10-10,145.09,PLN
2003-10-13,145.24,PLN
2003-10-14,145.12,PLN
2003-10-15,147.26,PLN
2003-10-16,149.00,PLN
2003-10-17,146.92,PLN
2003-10-20,145.87,PLN
2003-10-21,145.32,PLN
2003-10-22,143.03,PLN
2003-10-23,141.37,PLN
2003-10-24,141.31,PLN
2003-10-27,140.72,PLN
2003-10-28,139.20,PLN
2003-10-29,142.38,PLN
2003-10-30,141.71,PLN
2003-10-31,143.03,PLN
2003-11-03,142.52,PLN
2003-11-04,143.07,PLN
2003-11-05,141.14,PLN
2003-11-06,141.00,PLN
2003-11-07,142.31,PLN
2003-11-10,142.22,PLN
2003-11-12,142.87,PLN
2003-11-13,141.11,PLN
2003-11-14,141.21,PLN
2003-11-17,141.32,PLN
2003-11-18,138.34,PLN
2003-11-19,137.31,PLN
2003-11-20,135.71,PLN
2003-11-21,132.67,PLN
2003-11-24,134.55,PLN
2003-11-25,135.63,PLN
2003-11-26,133.76,PLN
2003-11-27,134.28,PLN
2003-11-28,135.51,PLN
2003-12-01,135.52,PLN
2003-12-02,138.64,PLN
2003-12-03,139.02,PLN
2003-12-04,139.22,PLN
2003-12-05,138.12,PLN
2003-12-08,137.90,PLN
2003-12-09,140.13,PLN
2003-12-10,141.67,PLN
2003-12-11,141.37,PLN
2003-12-12,142.26,PLN
2003-12-15,143.68,PLN
2003-12-16,143.78,PLN
2003-12-17,143.72,PLN
2003-12-18,142.84,PLN
2003-12-19,143.61,PLN
2003-12-22,143.62,PLN
2003-12-23,143.89,PLN
2003-12-29,145.07,PLN
2003-12-30,145.00,PLN
2003-12-31,145.20,PLN
2004-01-02,144.88,PLN
2004-01-05,147.29,PLN
2004-01-06,150.94,PLN
2004-01-07,150.43,PLN
2004-01-08,150.53,PLN
2004-01-09,150.65,PLN
2004-01-12,150.15,PLN
2004-01-13,152.39,PLN
2004-01-14,152.56,PLN
2004-01-15,150.63,PLN
2004-01-16,151.39,PLN
2004-01-19,150.89,PLN
2004-01-20,151.28,PLN
2004-01-21,152.14,PLN
2004-01-22,151.33,PLN
2004-01-23,152.66,PLN
2004-01-26,153.10,PLN
2004-01-27,153.37,PLN
2004-01-28,153.36,PLN
2004-01-29,150.18,PLN
2004-01-30,149.91,PLN
2004-02-02,150.98,PLN
2004-02-03,152.47,PLN
2004-02-04,151.46,PLN
2004-02-05,151.93,PLN
2004-02-06,152.44,PLN
2004-02-09,153.79,PLN
2004-02-10,156.88,PLN
2004-02-11,158.26,PLN
2004-02-12,157.87,PLN
2004-02-13,158.63,PLN
2004-02-16,158.12,PLN
2004-02-17,159.29,PLN
2004-02-18,159.79,PLN
2004-02-19,159.67,PLN
2004-02-20,158.06,PLN
2004-02-23,158.64,PLN
2004-02-24,157.46,PLN
2004-02-25,154.59,PLN
2004-02-26,155.07,PLN
2004-02-27,155.66,PLN
2004-03-01,158.70,PLN
2004-03-02,162.09,PLN
2004-03-03,161.90,PLN
2004-03-04,161.68,PLN
2004-03-05,161.66,PLN
2004-03-08,162.57,PLN
2004-03-09,164.58,PLN
2004-03-10,162.26,PLN
2004-03-11,162.58,PLN
2004-03-12,160.29,PLN
2004-03-15,161.15,PLN
2004-03-16,159.05,PLN
2004-03-17,159.87,PLN
2004-03-18,160.79,PLN
2004-03-19,159.21,PLN
2004-03-22,158.02,PLN
2004-03-23,157.59,PLN
2004-03-24,159.04,PLN
2004-03-25,158.66,PLN
2004-03-26,160.13,PLN
2004-03-29,160.45,PLN
2004-03-30,161.37,PLN
2004-03-31,162.09,PLN
2004-04-01,161.12,PLN
2004-04-02,161.13,PLN
2004-04-05,163.78,PLN
2004-04-06,164.58,PLN
2004-04-07,164.84,PLN
2004-04-08,164.37,PLN
2004-04-13,165.53,PLN
2004-04-14,168.20,PLN
2004-04-15,167.12,PLN
2004-04-16,168.22,PLN
2004-04-19,167.42,PLN
2004-04-20,166.65,PLN
2004-04-21,167.72,PLN
2004-04-22,167.95,PLN
2004-04-23,164.52,PLN
2004-04-26,165.65,PLN
2004-04-27,165.32,PLN
2004-04-28,165.01,PLN
2004-04-29,164.98,PLN
2004-04-30,162.33,PLN
2004-05-04,163.32,PLN
2004-05-05,164.33,PLN
2004-05-06,162.42,PLN
2004-05-07,161.34,PLN
2004-05-10,159.90,PLN
2004-05-11,156.15,PLN
2004-05-12,154.69,PLN
2004-05-13,156.13,PLN
2004-05-14,154.36,PLN
2004-05-17,155.27,PLN
2004-05-18,155.52,PLN
2004-05-19,156.73,PLN
2004-05-20,158.14,PLN
2004-05-21,158.04,PLN
2004-05-24,158.18,PLN
2004-05-25,158.02,PLN
2004-05-26,156.22,PLN
2004-05-27,158.03,PLN
2004-05-28,158.66,PLN
2004-05-31,159.41,PLN
2004-06-01,159.75,PLN
2004-06-02,159.28,PLN
2004-06-03,160.49,PLN
2004-06-04,160.21,PLN
2004-06-07,159.62,PLN
2004-06-08,160.35,PLN
2004-06-09,160.63,PLN
2004-06-11,159.42,PLN
2004-06-14,159.87,PLN
2004-06-15,158.27,PLN
2004-06-16,158.77,PLN
2004-06-17,158.41,PLN
2004-06-18,157.35,PLN
2004-06-21,157.56,PLN
2004-06-22,159.51,PLN
2004-06-23,159.32,PLN
2004-06-24,160.25,PLN
2004-06-25,160.44,PLN
2004-06-28,161.45,PLN
2004-06-29,162.13,PLN
2004-06-30,162.47,PLN
2004-07-01,162.46,PLN
2004-07-02,162.09,PLN
2004-07-05,161.77,PLN
2004-07-06,162.02,PLN
2004-07-07,161.39,PLN
2004-07-08,161.98,PLN
2004-07-09,162.66,PLN
2004-07-12,162.68,PLN
2004-07-13,162.55,PLN
2004-07-14,161.51,PLN
2004-07-15,160.66,PLN
2004-07-16,159.67,PLN
2004-07-19,161.84,PLN
2004-07-20,162.32,PLN
2004-07-21,163.03,PLN
2004-07-22,164.08,PLN
2004-07-23,163.22,PLN
2004-07-26,163.12,PLN
2004-07-27,163.53,PLN
2004-07-28,162.91,PLN
2004-07-29,161.58,PLN
2004-07-30,161.63,PLN
2004-08-02,161.74,PLN
2004-08-03,162.17,PLN
2004-08-04,162.86,PLN
2004-08-05,162.93,PLN
2004-08-06,163.55,PLN
2004-08-09,162.33,PLN
2004-08-10,161.05,PLN
2004-08-11,161.28,PLN
2004-08-12,158.80,PLN
2004-08-13,159.34,PLN
2004-08-16,159.17,PLN
2004-08-17,159.15,PLN
2004-08-18,160.48,PLN
2004-08-19,160.81,PLN
2004-08-20,161.17,PLN
2004-08-23,161.90,PLN
2004-08-24,162.13,PLN
2004-08-25,163.41,PLN
2004-08-26,161.92,PLN
2004-08-27,161.69,PLN
2004-08-30,163.04,PLN
2004-08-31,162.86,PLN
2004-09-01,163.38,PLN
2004-09-02,163.55,PLN
2004-09-03,163.93,PLN
2004-09-06,164.15,PLN
2004-09-07,164.96,PLN
2004-09-08,166.68,PLN
2004-09-09,167.23,PLN
2004-09-10,166.50,PLN
2004-09-13,167.35,PLN
2004-09-14,168.21,PLN
2004-09-15,167.96,PLN
2004-09-16,168.50,PLN
2004-09-17,168.49,PLN
2004-09-20,169.33,PLN
2004-09-21,168.63,PLN
2004-09-22,168.74,PLN
2004-09-23,168.39,PLN
2004-09-24,167.74,PLN
2004-09-27,166.69,PLN
2004-09-28,167.53,PLN
2004-09-29,168.28,PLN
2004-09-30,168.60,PLN
2004-10-01,169.12,PLN
2004-10-04,168.82,PLN
2004-10-05,170.25,PLN
2004-10-06,171.15,PLN
2004-10-07,171.39,PLN
2004-10-08,170.96,PLN
2004-10-11,169.41,PLN
2004-10-12,169.42,PLN
2004-10-13,166.93,PLN
2004-10-14,167.13,PLN
2004-10-15,166.11,PLN
2004-10-18,166.79,PLN
2004-10-19,165.96,PLN
2004-10-20,167.93,PLN
2004-10-21,167.36,PLN
2004-10-22,167.82,PLN
2004-10-25,168.18,PLN
2004-10-26,166.76,PLN
2004-10-27,167.12,PLN
2004-10-28,167.67,PLN
2004-10-29,167.63,PLN
2004-11-02,169.80,PLN
2004-11-03,171.52,PLN
2004-11-04,170.58,PLN
2004-11-05,170.15,PLN
2004-11-08,168.87,PLN
2004-11-09,168.01,PLN
2004-11-10,169.37,PLN
2004-11-12,170.67,PLN
2004-11-15,171.60,PLN
2004-11-16,170.11,PLN
2004-11-17,169.30,PLN
2004-11-18,169.52,PLN
2004-11-19,169.85,PLN
2004-11-22,169.87,PLN
2004-11-23,169.10,PLN
2004-11-24,167.81,PLN
2004-11-25,167.26,PLN
2004-11-26,168.83,PLN
2004-11-29,168.96,PLN
2004-11-30,169.03,PLN
2004-12-01,169.74,PLN
2004-12-02,170.89,PLN
2004-12-03,173.00,PLN
2004-12-06,172.90,PLN
2004-12-07,172.30,PLN
2004-12-08,172.81,PLN
2004-12-09,171.70,PLN
2004-12-10,170.32,PLN
2004-12-13,170.27,PLN
2004-12-14,170.48,PLN
2004-12-15,170.24,PLN
2004-12-16,171.19,PLN
2004-12-17,172.84,PLN
2004-12-20,173.17,PLN
2004-12-21,174.31,PLN
2004-12-22,173.43,PLN
2004-12-23,172.84,PLN
2004-12-24,172.12,PLN
2004-12-27,172.60,PLN
2004-12-28,172.85,PLN
2004-12-29,172.20,PLN
2004-12-30,174.15,PLN
2004-12-31,174.61,PLN
2005-01-03,175.49,PLN
2005-01-04,174.72,PLN
2005-01-05,172.01,PLN
2005-01-06,171.34,PLN
2005-01-07,171.43,PLN
2005-01-10,170.46,PLN
2005-01-11,169.81,PLN
2005-01-12,170.11,PLN
2005-01-13,170.53,PLN
2005-01-14,170.32,PLN
2005-01-17,170.27,PLN
2005-01-18,167.79,PLN
2005-01-19,168.17,PLN
2005-01-20,168.04,PLN
2005-01-21,167.40,PLN
2005-01-24,167.51,PLN
2005-01-25,168.34,PLN
2005-01-26,168.85,PLN
2005-01-27,169.45,PLN
2005-01-28,170.11,PLN
2005-01-31,171.32,PLN
2005-02-01,172.87,PLN
2005-02-02,172.25,PLN
2005-02-03,172.42,PLN
2005-02-04,174.11,PLN
2005-02-07,175.84,PLN
2005-02-08,175.72,PLN
2005-02-09,174.91,PLN
2005-02-10,175.62,PLN
2005-02-11,175.29,PLN
2005-02-14,175.12,PLN
2005-02-15,176.04,PLN
2005-02-16,178.93,PLN
2005-02-17,180.06,PLN
2005-02-18,179.93,PLN
2005-02-21,181.28,PLN
2005-02-22,180.38,PLN
2005-02-23,179.84,PLN
2005-02-24,181.62,PLN
2005-02-25,184.14,PLN
2005-02-28,183.08,PLN
2005-03-01,182.91,PLN
2005-03-02,178.44,PLN
2005-03-03,179.09,PLN
2005-03-04,180.18,PLN
2005-03-07,180.99,PLN
2005-03-08,180.49,PLN
2005-03-09,182.33,PLN
2005-03-10,180.89,PLN
2005-03-11,178.84,PLN
2005-03-14,177.21,PLN
2005-03-15,177.15,PLN
2005-03-16,174.08,PLN
2005-03-17,172.90,PLN
2005-03-18,174.40,PLN
2005-03-21,172.00,PLN
2005-03-22,174.33,PLN
2005-03-23,174.30,PLN
2005-03-24,175.04,PLN
2005-03-29,174.98,PLN
2005-03-30,175.48,PLN
2005-03-31,176.83,PLN
2005-04-01,176.40,PLN
2005-04-04,176.38,PLN
2005-04-05,177.78,PLN
2005-04-06,178.80,PLN
2005-04-07,177.48,PLN
2005-04-11,177.67,PLN
2005-04-12,177.85,PLN
2005-04-13,177.77,PLN
2005-04-14,176.26,PLN
2005-04-15,175.59,PLN
2005-04-18,172.86,PLN
2005-04-19,172.84,PLN
2005-04-20,171.77,PLN
2005-04-21,172.86,PLN
2005-04-22,173.84,PLN
2005-04-25,173.80,PLN
2005-04-26,172.08,PLN
2005-04-27,170.42,PLN
2005-04-28,169.57,PLN
2005-04-29,169.79,PLN
2005-05-02,169.99,PLN
2005-05-04,169.87,PLN
2005-05-05,170.59,PLN
2005-05-06,170.68,PLN
2005-05-09,171.14,PLN
2005-05-10,169.17,PLN
2005-05-11,169.63,PLN
2005-05-12,170.37,PLN
2005-05-13,169.46,PLN
2005-05-16,169.20,PLN
2005-05-17,169.95,PLN
2005-05-18,171.38,PLN
2005-05-19,172.38,PLN
2005-05-20,172.92,PLN
2005-05-23,172.71,PLN
2005-05-24,172.34,PLN
2005-05-25,172.53,PLN
2005-05-27,174.74,PLN
2005-05-30,174.89,PLN
2005-05-31,174.99,PLN
2005-06-01,173.92,PLN
2005-06-02,175.38,PLN
2005-06-03,176.71,PLN
2005-06-06,178.45,PLN
2005-06-07,178.92,PLN
2005-06-08,178.98,PLN
2005-06-09,179.63,PLN
2005-06-10,180.07,PLN
2005-06-13,180.43,PLN
2005-06-14,179.22,PLN
2005-06-15,180.85,PLN
2005-06-16,180.84,PLN
2005-06-17,181.69,PLN
2005-06-20,182.14,PLN
2005-06-21,182.41,PLN
2005-06-22,184.02,PLN
2005-06-23,183.72,PLN
2005-06-24,182.64,PLN
2005-06-27,181.73,PLN
2005-06-28,182.75,PLN
2005-06-29,182.49,PLN
2005-06-30,183.70,PLN
2005-07-01,184.83,PLN
2005-07-04,186.11,PLN
2005-07-05,185.50,PLN
2005-07-06,186.34,PLN
2005-07-07,184.89,PLN
2005-07-08,186.66,PLN
2005-07-11,186.56,PLN
2005-07-12,188.07,PLN
2005-07-13,189.14,PLN
2005-07-14,189.09,PLN
2005-07-15,188.65,PLN
2005-07-18,187.83,PLN
2005-07-19,188.10,PLN
