Data,Wartość dla NN Obligacji 2 (A),Waluta
2001-11-19,101.61,PLN
2001-11-20,101.65,PLN
2001-11-21,101.69,PLN
2001-11-22,101.73,PLN
2001-11-23,101.77,PLN
2001-11-26,101.89,PLN
2001-11-27,101.96,PLN
2001-11-28,101.93,PLN
2001-11-29,101.86,PLN
2001-11-30,101.85,PLN
2001-12-03,102.16,PLN
2001-12-04,102.18,PLN
2001-12-05,102.40,PLN
2001-12-06,102.42,PLN
2001-12-07,102.45,PLN
2001-12-10,102.20,PLN
2001-12-11,102.22,PLN
2001-12-12,102.29,PLN
2001-12-13,102.12,PLN
2001-12-14,102.22,PLN
2001-12-17,102.39,PLN
2001-12-18,102.67,PLN
2001-12-19,102.87,PLN
2001-12-20,103.23,PLN
2001-12-21,103.30,PLN
2001-12-27,103.45,PLN
2001-12-28,103.63,PLN
2001-12-31,103.81,PLN
2002-01-02,103.83,PLN
2002-01-03,103.97,PLN
2002-01-04,104.30,PLN
2002-01-07,105.00,PLN
2002-01-08,105.16,PLN
2002-01-09,105.63,PLN
2002-01-10,105.53,PLN
2002-01-11,105.53,PLN
2002-01-14,105.63,PLN
2002-01-15,105.63,PLN
2002-01-16,105.82,PLN
2002-01-17,105.98,PLN
2002-01-18,105.99,PLN
2002-01-21,106.08,PLN
2002-01-22,106.10,PLN
2002-01-23,106.19,PLN
2002-01-24,106.21,PLN
2002-01-25,106.16,PLN
2002-01-28,106.17,PLN
2002-01-29,106.17,PLN
2002-01-30,106.17,PLN
2002-01-31,105.99,PLN
2002-02-01,105.93,PLN
2002-02-04,105.97,PLN
2002-02-05,105.98,PLN
2002-02-06,105.81,PLN
2002-02-07,105.74,PLN
2002-02-08,105.26,PLN
2002-02-11,105.59,PLN
2002-02-12,105.50,PLN
2002-02-13,105.37,PLN
2002-02-14,105.33,PLN
2002-02-15,105.36,PLN
2002-02-18,105.63,PLN
2002-02-19,105.72,PLN
2002-02-20,105.77,PLN
2002-02-21,105.82,PLN
2002-02-22,105.84,PLN
2002-02-25,105.90,PLN
2002-02-26,105.91,PLN
2002-02-27,105.94,PLN
2002-02-28,105.99,PLN
2002-03-01,106.00,PLN
2002-03-04,106.07,PLN
2002-03-05,106.08,PLN
2002-03-06,106.16,PLN
2002-03-07,106.20,PLN
2002-03-08,106.42,PLN
2002-03-11,106.50,PLN
2002-03-12,106.52,PLN
2002-03-13,106.53,PLN
2002-03-14,106.60,PLN
2002-03-15,106.74,PLN
2002-03-18,106.86,PLN
2002-03-19,106.88,PLN
2002-03-20,106.85,PLN
2002-03-21,106.87,PLN
2002-03-22,106.96,PLN
2002-03-25,107.00,PLN
2002-03-26,107.02,PLN
2002-03-27,107.04,PLN
2002-03-28,107.06,PLN
2002-04-02,107.18,PLN
2002-04-03,107.20,PLN
2002-04-04,107.05,PLN
2002-04-05,107.05,PLN
2002-04-08,107.12,PLN
2002-04-09,107.14,PLN
2002-04-10,107.15,PLN
2002-04-11,107.19,PLN
2002-04-12,107.21,PLN
2002-04-15,107.52,PLN
2002-04-16,107.58,PLN
2002-04-17,107.79,PLN
2002-04-18,108.05,PLN
2002-04-19,108.10,PLN
2002-04-22,108.27,PLN
2002-04-23,108.30,PLN
2002-04-24,108.26,PLN
2002-04-25,108.28,PLN
2002-04-26,108.14,PLN
2002-04-29,108.22,PLN
2002-04-30,108.24,PLN
2002-05-02,108.45,PLN
2002-05-06,108.52,PLN
2002-05-07,108.49,PLN
2002-05-08,108.45,PLN
2002-05-09,108.45,PLN
2002-05-10,108.46,PLN
2002-05-13,108.62,PLN
2002-05-14,108.68,PLN
2002-05-15,108.71,PLN
2002-05-16,108.79,PLN
2002-05-17,108.78,PLN
2002-05-20,108.86,PLN
2002-05-21,108.87,PLN
2002-05-22,108.92,PLN
2002-05-23,108.97,PLN
2002-05-24,108.98,PLN
2002-05-27,109.24,PLN
2002-05-28,109.61,PLN
2002-05-29,109.66,PLN
2002-05-31,109.96,PLN
2002-06-03,110.07,PLN
2002-06-04,110.15,PLN
2002-06-05,110.24,PLN
2002-06-06,110.30,PLN
2002-06-07,111.05,PLN
2002-06-10,111.14,PLN
2002-06-11,111.17,PLN
2002-06-12,111.20,PLN
2002-06-13,111.36,PLN
2002-06-14,111.41,PLN
2002-06-17,111.49,PLN
2002-06-18,111.52,PLN
2002-06-19,111.56,PLN
2002-06-20,112.09,PLN
2002-06-21,112.36,PLN
2002-06-24,112.42,PLN
2002-06-25,112.42,PLN
2002-06-26,112.47,PLN
2002-06-27,112.96,PLN
2002-06-28,112.99,PLN
2002-07-01,113.20,PLN
2002-07-02,113.22,PLN
2002-07-03,113.44,PLN
2002-07-04,112.70,PLN
2002-07-05,112.51,PLN
2002-07-08,112.43,PLN
2002-07-09,112.24,PLN
2002-07-10,111.93,PLN
2002-07-11,112.19,PLN
2002-07-12,112.22,PLN
2002-07-15,112.75,PLN
2002-07-16,112.83,PLN
2002-07-17,112.67,PLN
2002-07-18,112.85,PLN
2002-07-19,112.73,PLN
2002-07-22,112.77,PLN
2002-07-23,112.79,PLN
2002-07-24,112.83,PLN
2002-07-25,112.86,PLN
2002-07-26,112.98,PLN
2002-07-29,113.29,PLN
2002-07-30,113.40,PLN
2002-07-31,113.57,PLN
2002-08-01,113.67,PLN
2002-08-02,113.91,PLN
2002-08-05,114.33,PLN
2002-08-06,114.55,PLN
2002-08-07,114.51,PLN
2002-08-08,114.56,PLN
2002-08-09,114.47,PLN
2002-08-12,114.56,PLN
2002-08-13,114.65,PLN
2002-08-14,114.71,PLN
2002-08-16,114.76,PLN
2002-08-19,114.80,PLN
2002-08-20,114.91,PLN
2002-08-21,115.05,PLN
2002-08-22,115.01,PLN
2002-08-23,115.02,PLN
2002-08-26,115.12,PLN
2002-08-27,115.16,PLN
2002-08-28,115.21,PLN
2002-08-29,115.42,PLN
2002-08-30,115.76,PLN
2002-09-02,115.88,PLN
2002-09-03,116.02,PLN
2002-09-04,116.11,PLN
2002-09-05,116.37,PLN
2002-09-06,116.67,PLN
2002-09-09,116.97,PLN
2002-09-10,117.13,PLN
2002-09-11,117.02,PLN
2002-09-12,117.25,PLN
2002-09-13,117.11,PLN
2002-09-16,117.13,PLN
2002-09-17,117.26,PLN
2002-09-18,117.36,PLN
2002-09-19,117.47,PLN
2002-09-20,117.67,PLN
2002-09-23,117.70,PLN
2002-09-24,117.62,PLN
2002-09-25,117.61,PLN
2002-09-26,117.76,PLN
2002-09-27,117.98,PLN
2002-09-30,118.42,PLN
2002-10-01,118.65,PLN
2002-10-02,118.81,PLN
2002-10-03,118.84,PLN
2002-10-04,118.53,PLN
2002-10-07,118.38,PLN
2002-10-08,118.43,PLN
2002-10-09,118.60,PLN
2002-10-10,119.02,PLN
2002-10-11,119.32,PLN
2002-10-14,119.24,PLN
2002-10-15,119.42,PLN
2002-10-16,119.36,PLN
2002-10-17,119.32,PLN
2002-10-18,119.15,PLN
2002-10-21,119.53,PLN
2002-10-22,120.07,PLN
2002-10-23,119.91,PLN
2002-10-24,120.13,PLN
2002-10-25,120.54,PLN
2002-10-28,120.97,PLN
2002-10-29,121.08,PLN
2002-10-30,121.10,PLN
2002-10-31,121.35,PLN
2002-11-04,121.51,PLN
2002-11-05,121.45,PLN
2002-11-06,121.51,PLN
2002-11-07,121.60,PLN
2002-11-08,122.03,PLN
2002-11-12,122.17,PLN
2002-11-13,122.37,PLN
2002-11-14,122.47,PLN
2002-11-15,122.51,PLN
2002-11-18,122.57,PLN
2002-11-19,122.90,PLN
2002-11-20,123.19,PLN
2002-11-21,123.22,PLN
2002-11-22,123.03,PLN
2002-11-25,123.35,PLN
2002-11-26,123.41,PLN
2002-11-27,123.35,PLN
2002-11-28,123.12,PLN
2002-11-29,122.52,PLN
2002-12-02,122.70,PLN
2002-12-03,122.42,PLN
2002-12-04,122.75,PLN
2002-12-05,123.00,PLN
2002-12-06,123.36,PLN
2002-12-09,123.81,PLN
2002-12-10,123.83,PLN
2002-12-11,123.69,PLN
2002-12-12,123.72,PLN
2002-12-13,123.83,PLN
2002-12-16,123.99,PLN
2002-12-17,125.04,PLN
2002-12-18,125.03,PLN
2002-12-19,124.95,PLN
2002-12-20,124.83,PLN
2002-12-23,125.04,PLN
2002-12-27,125.31,PLN
2002-12-30,125.56,PLN
2002-12-31,125.65,PLN
2003-01-02,125.82,PLN
2003-01-03,125.87,PLN
2003-01-06,125.72,PLN
2003-01-07,125.55,PLN
2003-01-08,125.74,PLN
2003-01-09,125.96,PLN
2003-01-10,125.80,PLN
2003-01-13,125.88,PLN
2003-01-14,125.79,PLN
2003-01-15,125.85,PLN
2003-01-16,125.81,PLN
2003-01-17,125.97,PLN
2003-01-20,125.90,PLN
2003-01-21,125.88,PLN
2003-01-22,126.08,PLN
2003-01-23,125.88,PLN
2003-01-24,125.74,PLN
2003-01-27,125.81,PLN
2003-01-28,125.96,PLN
2003-01-29,125.89,PLN
2003-01-30,125.94,PLN
2003-01-31,125.79,PLN
2003-02-03,125.74,PLN
2003-02-04,125.55,PLN
2003-02-05,125.59,PLN
2003-02-06,125.46,PLN
2003-02-07,125.38,PLN
2003-02-10,125.47,PLN
2003-02-11,125.56,PLN
2003-02-12,125.51,PLN
2003-02-13,125.41,PLN
2003-02-14,125.53,PLN
2003-02-17,125.83,PLN
2003-02-18,126.23,PLN
2003-02-19,126.58,PLN
2003-02-20,126.82,PLN
2003-02-21,126.66,PLN
2003-02-24,126.79,PLN
2003-02-25,126.99,PLN
2003-02-26,127.18,PLN
2003-02-27,127.20,PLN
2003-02-28,127.40,PLN
2003-03-03,127.33,PLN
2003-03-04,126.93,PLN
2003-03-05,127.14,PLN
2003-03-06,127.44,PLN
2003-03-07,127.54,PLN
2003-03-10,127.85,PLN
2003-03-11,127.96,PLN
2003-03-12,127.89,PLN
2003-03-13,127.52,PLN
2003-03-14,127.34,PLN
2003-03-17,127.41,PLN
2003-03-18,127.54,PLN
2003-03-19,127.32,PLN
2003-03-20,127.22,PLN
2003-03-21,127.61,PLN
2003-03-24,127.57,PLN
2003-03-25,127.69,PLN
2003-03-26,127.64,PLN
2003-03-27,127.70,PLN
2003-03-28,128.09,PLN
2003-03-31,128.18,PLN
2003-04-01,128.49,PLN
2003-04-02,128.48,PLN
2003-04-03,128.61,PLN
2003-04-04,128.67,PLN
2003-04-07,128.70,PLN
2003-04-08,128.63,PLN
2003-04-09,128.76,PLN
2003-04-10,128.97,PLN
2003-04-11,129.04,PLN
2003-04-14,128.98,PLN
2003-04-15,128.95,PLN
2003-04-16,128.90,PLN
2003-04-17,129.09,PLN
2003-04-22,129.31,PLN
2003-04-23,129.32,PLN
2003-04-24,129.28,PLN
2003-04-25,129.45,PLN
2003-04-28,129.72,PLN
2003-04-29,129.86,PLN
2003-04-30,129.82,PLN
2003-05-02,130.00,PLN
2003-05-05,130.43,PLN
2003-05-06,130.40,PLN
2003-05-07,130.34,PLN
2003-05-08,130.50,PLN
2003-05-09,131.26,PLN
2003-05-12,131.27,PLN
2003-05-13,131.37,PLN
2003-05-14,131.36,PLN
2003-05-15,131.47,PLN
2003-05-16,131.48,PLN
2003-05-19,131.60,PLN
2003-05-20,131.78,PLN
2003-05-21,131.73,PLN
2003-05-22,131.94,PLN
2003-05-23,131.95,PLN
2003-05-26,132.11,PLN
2003-05-27,132.32,PLN
2003-05-28,132.39,PLN
2003-05-29,132.18,PLN
2003-05-30,132.14,PLN
2003-06-02,132.26,PLN
2003-06-03,132.17,PLN
2003-06-04,132.23,PLN
2003-06-05,132.29,PLN
2003-06-06,132.29,PLN
2003-06-09,132.39,PLN
2003-06-10,132.41,PLN
2003-06-11,132.21,PLN
2003-06-12,132.23,PLN
2003-06-13,132.15,PLN
2003-06-16,132.26,PLN
2003-06-17,132.47,PLN
2003-06-18,132.51,PLN
2003-06-20,132.52,PLN
2003-06-23,132.48,PLN
2003-06-24,132.52,PLN
2003-06-25,132.46,PLN
2003-06-26,132.56,PLN
2003-06-27,132.34,PLN
2003-06-30,132.30,PLN
2003-07-01,132.36,PLN
2003-07-02,132.43,PLN
2003-07-03,132.39,PLN
2003-07-04,132.30,PLN
2003-07-07,132.34,PLN
2003-07-08,132.31,PLN
2003-07-09,132.25,PLN
2003-07-10,132.40,PLN
2003-07-11,132.43,PLN
2003-07-14,132.44,PLN
2003-07-15,132.48,PLN
2003-07-16,132.17,PLN
2003-07-17,131.82,PLN
2003-07-18,131.79,PLN
2003-07-21,131.49,PLN
2003-07-22,131.36,PLN
2003-07-23,131.51,PLN
2003-07-24,131.58,PLN
2003-07-25,131.58,PLN
2003-07-28,131.13,PLN
2003-07-29,131.09,PLN
2003-07-30,131.28,PLN
2003-07-31,131.18,PLN
2003-08-01,131.32,PLN
2003-08-04,131.09,PLN
2003-08-05,131.18,PLN
2003-08-06,131.32,PLN
2003-08-07,131.32,PLN
2003-08-08,131.69,PLN
2003-08-11,131.90,PLN
2003-08-12,131.80,PLN
2003-08-13,131.94,PLN
2003-08-14,131.87,PLN
2003-08-18,131.76,PLN
2003-08-19,131.89,PLN
2003-08-20,131.92,PLN
2003-08-21,132.13,PLN
2003-08-22,132.04,PLN
2003-08-25,132.07,PLN
2003-08-26,132.11,PLN
2003-08-27,132.12,PLN
2003-08-28,132.08,PLN
2003-08-29,131.78,PLN
2003-09-01,131.93,PLN
2003-09-02,131.96,PLN
2003-09-03,131.71,PLN
2003-09-04,131.66,PLN
2003-09-05,131.40,PLN
2003-09-08,131.38,PLN
2003-09-09,131.59,PLN
2003-09-10,131.65,PLN
2003-09-11,131.58,PLN
2003-09-12,131.75,PLN
2003-09-15,131.79,PLN
2003-09-16,131.89,PLN
2003-09-17,131.72,PLN
2003-09-18,131.52,PLN
2003-09-19,131.47,PLN
2003-09-22,131.57,PLN
2003-09-23,131.67,PLN
2003-09-24,131.75,PLN
2003-09-25,131.62,PLN
2003-09-26,131.49,PLN
2003-09-29,131.33,PLN
2003-09-30,131.23,PLN
2003-10-01,131.27,PLN
2003-10-02,131.54,PLN
2003-10-03,131.60,PLN
2003-10-06,131.49,PLN
2003-10-07,131.51,PLN
2003-10-08,131.59,PLN
2003-10-09,131.62,PLN
2003-10-10,131.57,PLN
2003-10-13,131.52,PLN
2003-10-14,131.48,PLN
2003-10-15,131.47,PLN
2003-10-16,131.38,PLN
2003-10-17,130.92,PLN
2003-10-20,130.65,PLN
2003-10-21,130.09,PLN
2003-10-22,130.31,PLN
2003-10-23,130.58,PLN
2003-10-24,130.21,PLN
2003-10-27,129.25,PLN
2003-10-28,129.43,PLN
2003-10-29,129.79,PLN
2003-10-30,129.57,PLN
2003-10-31,128.80,PLN
2003-11-03,128.10,PLN
2003-11-04,128.42,PLN
2003-11-05,128.63,PLN
2003-11-06,129.08,PLN
2003-11-07,129.38,PLN
2003-11-10,129.04,PLN
2003-11-12,129.12,PLN
2003-11-13,128.97,PLN
2003-11-14,129.20,PLN
2003-11-17,129.49,PLN
2003-11-18,129.65,PLN
2003-11-19,129.59,PLN
2003-11-20,129.37,PLN
2003-11-21,128.91,PLN
2003-11-24,128.53,PLN
2003-11-25,128.32,PLN
2003-11-26,127.74,PLN
2003-11-27,127.86,PLN
2003-11-28,127.63,PLN
2003-12-01,127.09,PLN
2003-12-02,127.86,PLN
2003-12-03,127.69,PLN
2003-12-04,127.99,PLN
2003-12-05,128.21,PLN
2003-12-08,128.71,PLN
2003-12-09,128.65,PLN
2003-12-10,128.84,PLN
2003-12-11,129.41,PLN
2003-12-12,129.62,PLN
2003-12-15,129.61,PLN
2003-12-16,129.59,PLN
2003-12-17,129.80,PLN
2003-12-18,129.93,PLN
2003-12-19,130.08,PLN
2003-12-22,130.30,PLN
2003-12-23,130.49,PLN
2003-12-29,130.64,PLN
2003-12-30,130.71,PLN
2003-12-31,130.69,PLN
2004-01-02,130.53,PLN
2004-01-05,130.66,PLN
2004-01-06,130.41,PLN
2004-01-07,130.56,PLN
2004-01-08,131.04,PLN
2004-01-09,131.50,PLN
2004-01-12,131.57,PLN
2004-01-13,131.61,PLN
2004-01-14,131.37,PLN
2004-01-15,130.56,PLN
2004-01-16,130.31,PLN
2004-01-19,130.15,PLN
2004-01-20,130.41,PLN
2004-01-21,130.62,PLN
2004-01-22,130.97,PLN
2004-01-23,130.94,PLN
2004-01-26,131.19,PLN
2004-01-27,131.11,PLN
2004-01-28,130.81,PLN
2004-01-29,131.06,PLN
2004-01-30,130.82,PLN
2004-02-02,130.71,PLN
2004-02-03,130.81,PLN
2004-02-04,130.91,PLN
2004-02-05,130.93,PLN
2004-02-06,130.60,PLN
2004-02-09,130.50,PLN
2004-02-10,130.49,PLN
2004-02-11,130.69,PLN
2004-02-12,130.60,PLN
2004-02-13,130.98,PLN
2004-02-16,131.35,PLN
2004-02-17,131.32,PLN
2004-02-18,131.43,PLN
2004-02-19,131.34,PLN
2004-02-20,131.24,PLN
2004-02-23,131.35,PLN
2004-02-24,131.33,PLN
2004-02-25,131.53,PLN
2004-02-26,131.57,PLN
2004-02-27,131.22,PLN
2004-03-01,131.36,PLN
2004-03-02,131.41,PLN
2004-03-03,131.34,PLN
2004-03-04,131.14,PLN
2004-03-05,131.22,PLN
2004-03-08,131.45,PLN
2004-03-09,131.86,PLN
2004-03-10,131.78,PLN
2004-03-11,131.78,PLN
2004-03-12,131.82,PLN
2004-03-15,131.92,PLN
2004-03-16,131.84,PLN
2004-03-17,131.88,PLN
2004-03-18,131.93,PLN
2004-03-19,131.89,PLN
2004-03-22,131.92,PLN
2004-03-23,131.90,PLN
2004-03-24,131.92,PLN
2004-03-25,132.03,PLN
2004-03-26,132.06,PLN
2004-03-29,132.10,PLN
2004-03-30,132.13,PLN
2004-03-31,132.09,PLN
2004-04-01,132.10,PLN
2004-04-02,132.09,PLN
2004-04-05,131.83,PLN
2004-04-06,131.73,PLN
2004-04-07,131.84,PLN
2004-04-08,131.85,PLN
2004-04-13,131.77,PLN
2004-04-14,131.66,PLN
2004-04-15,131.53,PLN
2004-04-16,131.16,PLN
2004-04-19,131.40,PLN
2004-04-20,131.61,PLN
2004-04-21,131.47,PLN
2004-04-22,131.35,PLN
2004-04-23,131.41,PLN
2004-04-26,131.31,PLN
2004-04-27,131.16,PLN
2004-04-28,131.18,PLN
2004-04-29,131.09,PLN
2004-04-30,130.95,PLN
2004-05-04,131.11,PLN
2004-05-05,131.29,PLN
2004-05-06,131.25,PLN
2004-05-07,130.96,PLN
2004-05-10,130.85,PLN
2004-05-11,130.78,PLN
2004-05-12,130.69,PLN
2004-05-13,130.65,PLN
2004-05-14,130.61,PLN
2004-05-17,130.73,PLN
2004-05-18,130.96,PLN
2004-05-19,131.25,PLN
2004-05-20,131.32,PLN
2004-05-21,131.20,PLN
2004-05-24,130.93,PLN
2004-05-25,130.95,PLN
2004-05-26,131.03,PLN
2004-05-27,131.12,PLN
2004-05-28,131.27,PLN
2004-05-31,131.37,PLN
2004-06-01,131.28,PLN
2004-06-02,131.20,PLN
2004-06-03,131.22,PLN
2004-06-04,131.36,PLN
2004-06-07,131.45,PLN
2004-06-08,131.59,PLN
2004-06-09,131.75,PLN
2004-06-11,131.68,PLN
2004-06-14,131.70,PLN
2004-06-15,131.68,PLN
2004-06-16,131.50,PLN
2004-06-17,131.75,PLN
2004-06-18,131.80,PLN
2004-06-21,131.89,PLN
2004-06-22,131.98,PLN
2004-06-23,132.00,PLN
2004-06-24,132.11,PLN
2004-06-25,132.28,PLN
2004-06-28,132.21,PLN
2004-06-29,131.97,PLN
2004-06-30,131.98,PLN
2004-07-01,132.04,PLN
2004-07-02,131.97,PLN
2004-07-05,132.05,PLN
2004-07-06,132.09,PLN
2004-07-07,132.07,PLN
2004-07-08,132.09,PLN
2004-07-09,132.04,PLN
2004-07-12,131.95,PLN
2004-07-13,131.71,PLN
2004-07-14,131.68,PLN
2004-07-15,131.77,PLN
2004-07-16,131.49,PLN
2004-07-19,131.66,PLN
2004-07-20,131.75,PLN
2004-07-21,131.87,PLN
2004-07-22,131.85,PLN
2004-07-23,131.85,PLN
2004-07-26,131.88,PLN
2004-07-27,132.03,PLN
2004-07-28,132.00,PLN
2004-07-29,132.05,PLN
2004-07-30,132.24,PLN
2004-08-02,132.36,PLN
2004-08-03,132.30,PLN
2004-08-04,132.26,PLN
2004-08-05,132.31,PLN
2004-08-06,132.33,PLN
2004-08-09,132.60,PLN
2004-08-10,132.66,PLN
2004-08-11,132.72,PLN
2004-08-12,132.60,PLN
2004-08-13,132.60,PLN
2004-08-16,132.71,PLN
2004-08-17,132.85,PLN
2004-08-18,133.04,PLN
2004-08-19,133.23,PLN
2004-08-20,133.19,PLN
2004-08-23,133.28,PLN
2004-08-24,133.25,PLN
2004-08-25,133.30,PLN
2004-08-26,133.23,PLN
2004-08-27,132.99,PLN
2004-08-30,132.97,PLN
2004-08-31,133.01,PLN
2004-09-01,133.01,PLN
2004-09-02,132.99,PLN
2004-09-03,133.12,PLN
2004-09-06,133.17,PLN
2004-09-07,133.18,PLN
2004-09-08,133.36,PLN
2004-09-09,133.46,PLN
2004-09-10,133.51,PLN
2004-09-13,133.47,PLN
2004-09-14,133.46,PLN
2004-09-15,133.52,PLN
2004-09-16,133.71,PLN
2004-09-17,133.93,PLN
2004-09-20,134.18,PLN
2004-09-21,134.22,PLN
2004-09-22,134.30,PLN
2004-09-23,134.30,PLN
2004-09-24,134.39,PLN
2004-09-27,134.47,PLN
2004-09-28,134.44,PLN
2004-09-29,134.54,PLN
2004-09-30,134.78,PLN
2004-10-01,135.00,PLN
2004-10-04,134.96,PLN
2004-10-05,135.04,PLN
2004-10-06,135.03,PLN
2004-10-07,135.01,PLN
2004-10-08,134.91,PLN
2004-10-11,135.06,PLN
2004-10-12,135.06,PLN
2004-10-13,135.22,PLN
2004-10-14,135.22,PLN
2004-10-15,135.21,PLN
2004-10-18,135.24,PLN
2004-10-19,135.21,PLN
2004-10-20,135.24,PLN
2004-10-21,135.25,PLN
2004-10-22,135.31,PLN
2004-10-25,135.41,PLN
2004-10-26,135.51,PLN
2004-10-27,135.42,PLN
2004-10-28,135.46,PLN
2004-10-29,135.50,PLN
2004-11-02,135.59,PLN
2004-11-03,135.61,PLN
2004-11-04,135.65,PLN
2004-11-05,135.76,PLN
2004-11-08,135.93,PLN
2004-11-09,136.20,PLN
2004-11-10,136.34,PLN
2004-11-12,136.48,PLN
2004-11-15,136.69,PLN
2004-11-16,136.88,PLN
2004-11-17,136.58,PLN
2004-11-18,136.64,PLN
2004-11-19,136.81,PLN
2004-11-22,136.85,PLN
2004-11-23,136.93,PLN
2004-11-24,137.04,PLN
2004-11-25,137.11,PLN
2004-11-26,137.40,PLN
2004-11-29,137.20,PLN
2004-11-30,137.04,PLN
2004-12-01,137.07,PLN
2004-12-02,137.46,PLN
2004-12-03,137.59,PLN
2004-12-06,137.73,PLN
2004-12-07,138.09,PLN
2004-12-08,138.18,PLN
2004-12-09,137.98,PLN
2004-12-10,138.25,PLN
2004-12-13,138.18,PLN
2004-12-14,138.29,PLN
2004-12-15,138.33,PLN
2004-12-16,138.48,PLN
2004-12-17,138.46,PLN
2004-12-20,138.48,PLN
2004-12-21,138.84,PLN
2004-12-22,139.23,PLN
2004-12-23,139.38,PLN
2004-12-24,139.35,PLN
2004-12-27,139.41,PLN
2004-12-28,139.45,PLN
2004-12-29,139.48,PLN
2004-12-30,139.50,PLN
2004-12-31,139.53,PLN
2005-01-03,139.75,PLN
2005-01-04,139.79,PLN
2005-01-05,139.35,PLN
2005-01-06,139.22,PLN
2005-01-07,139.27,PLN
2005-01-10,139.26,PLN
2005-01-11,139.38,PLN
2005-01-12,139.30,PLN
2005-01-13,139.02,PLN
2005-01-14,138.79,PLN
2005-01-17,139.15,PLN
2005-01-18,138.83,PLN
2005-01-19,139.00,PLN
2005-01-20,138.92,PLN
2005-01-21,139.12,PLN
2005-01-24,139.45,PLN
2005-01-25,139.50,PLN
2005-01-26,139.50,PLN
2005-01-27,139.54,PLN
2005-01-28,139.66,PLN
2005-01-31,139.79,PLN
2005-02-01,139.98,PLN
2005-02-02,139.97,PLN
2005-02-03,140.21,PLN
2005-02-04,140.64,PLN
2005-02-07,140.88,PLN
2005-02-08,140.77,PLN
2005-02-09,140.71,PLN
2005-02-10,141.02,PLN
2005-02-11,140.91,PLN
2005-02-14,140.89,PLN
2005-02-15,141.28,PLN
2005-02-16,141.97,PLN
2005-02-17,142.05,PLN
2005-02-18,142.11,PLN
2005-02-21,142.03,PLN
2005-02-22,142.15,PLN
2005-02-23,142.44,PLN
2005-02-24,142.56,PLN
2005-02-25,143.11,PLN
2005-02-28,143.58,PLN
2005-03-01,143.10,PLN
2005-03-02,142.82,PLN
2005-03-03,143.21,PLN
2005-03-04,143.25,PLN
2005-03-07,143.69,PLN
2005-03-08,143.59,PLN
2005-03-09,143.62,PLN
2005-03-10,143.20,PLN
2005-03-11,143.45,PLN
2005-03-14,143.29,PLN
2005-03-15,143.31,PLN
2005-03-16,142.65,PLN
2005-03-17,142.55,PLN
2005-03-18,143.10,PLN
2005-03-21,142.77,PLN
2005-03-22,143.07,PLN
2005-03-23,142.74,PLN
2005-03-24,142.87,PLN
2005-03-29,142.68,PLN
2005-03-30,143.35,PLN
2005-03-31,143.77,PLN
2005-04-01,143.82,PLN
2005-04-04,143.88,PLN
2005-04-05,143.88,PLN
2005-04-06,143.97,PLN
2005-04-07,144.04,PLN
2005-04-11,144.13,PLN
2005-04-12,144.10,PLN
2005-04-13,143.83,PLN
2005-04-14,143.78,PLN
2005-04-15,143.84,PLN
2005-04-18,144.13,PLN
2005-04-19,144.31,PLN
2005-04-20,144.30,PLN
2005-04-21,144.41,PLN
2005-04-22,144.44,PLN
2005-04-25,144.48,PLN
2005-04-26,144.65,PLN
2005-04-27,144.50,PLN
2005-04-28,144.27,PLN
2005-04-29,144.05,PLN
2005-05-02,144.15,PLN
2005-05-04,144.56,PLN
2005-05-05,144.84,PLN
2005-05-06,144.78,PLN
2005-05-09,144.82,PLN
2005-05-10,144.88,PLN
2005-05-11,144.85,PLN
2005-05-12,145.13,PLN
2005-05-13,145.32,PLN
2005-05-16,145.32,PLN
2005-05-17,145.30,PLN
2005-05-18,145.79,PLN
2005-05-19,146.04,PLN
2005-05-20,146.05,PLN
2005-05-23,146.19,PLN
2005-05-24,146.30,PLN
2005-05-25,146.12,PLN
2005-05-27,146.12,PLN
2005-05-30,146.31,PLN
2005-05-31,147.19,PLN
2005-06-01,147.98,PLN
2005-06-02,148.13,PLN
2005-06-03,148.18,PLN
2005-06-06,148.09,PLN
2005-06-07,148.57,PLN
2005-06-08,148.58,PLN
2005-06-09,148.44,PLN
2005-06-10,148.48,PLN
2005-06-13,148.18,PLN
2005-06-14,148.07,PLN
2005-06-15,147.89,PLN
2005-06-16,148.03,PLN
2005-06-17,148.89,PLN
2005-06-20,148.71,PLN
2005-06-21,148.93,PLN
2005-06-22,149.42,PLN
2005-06-23,149.69,PLN
2005-06-24,149.93,PLN
2005-06-27,150.03,PLN
2005-06-28,149.83,PLN
2005-06-29,150.88,PLN
2005-06-30,150.96,PLN
2005-07-01,151.28,PLN
2005-07-04,151.28,PLN
2005-07-05,151.52,PLN
2005-07-06,151.39,PLN
2005-07-07,151.33,PLN
2005-07-08,151.24,PLN
2005-07-11,151.07,PLN
2005-07-12,151.16,PLN
2005-07-13,150.73,PLN
2005-07-14,150.77,PLN
2005-07-15,151.30,PLN
2005-07-18,151.30,PLN
2005-07-19,151.03,PLN
2005-07-20,150.39,PLN
2005-07-21,150.51,PLN
2005-07-22,150.68,PLN
2005-07-25,150.45,PLN
2005-07-26,150.03,PLN
2005-07-27,150.20,PLN
2005-07-28,150.11,PLN
2005-07-29,150.03,PLN
2005-08-01,149.66,PLN
2005-08-02,149.88,PLN
2005-08-03,149.92,PLN
