Data,Wartość dla NN (L) Indeks Surowców (dawniej NN (L) Nowej Azji) (A),Waluta
2017-05-02,120.64,PLN
2017-05-04,121.10,PLN
2017-05-05,121.16,PLN
2017-05-08,121.90,PLN
2017-05-09,121.93,PLN
2017-05-10,121.93,PLN
2017-05-11,122.34,PLN
2017-05-12,122.46,PLN
2017-05-15,123.57,PLN
2017-05-16,123.69,PLN
2017-05-17,123.04,PLN
2017-05-18,122.43,PLN
2017-05-19,122.82,PLN
2017-05-22,122.87,PLN
2017-05-23,122.65,PLN
2017-05-24,122.69,PLN
2017-05-25,123.43,PLN
2017-05-26,123.40,PLN
2017-05-29,123.17,PLN
2017-05-30,123.16,PLN
2017-05-31,123.28,PLN
2017-06-01,123.37,PLN
2017-06-02,123.71,PLN
2017-06-05,124.05,PLN
2017-06-06,123.90,PLN
2017-06-07,124.11,PLN
2017-06-08,124.13,PLN
2017-06-09,124.72,PLN
2017-06-12,123.94,PLN
2017-06-13,123.94,PLN
2017-06-14,124.10,PLN
2017-06-16,123.54,PLN
2017-06-19,125.00,PLN
2017-06-20,125.30,PLN
2017-06-21,125.06,PLN
2017-06-22,125.39,PLN
2017-06-23,125.58,PLN
2017-06-26,126.12,PLN
2017-06-27,126.08,PLN
2017-06-28,125.57,PLN
2017-06-29,126.12,PLN
2017-06-30,125.39,PLN
2017-07-03,125.84,PLN
2017-07-04,124.69,PLN
2017-07-05,125.59,PLN
2017-07-06,125.10,PLN
2017-07-07,124.65,PLN
2017-07-10,124.80,PLN
2017-07-11,125.42,PLN
2017-07-12,125.84,PLN
2017-07-13,126.40,PLN
2017-07-14,126.44,PLN
2017-07-17,126.55,PLN
2017-07-18,126.74,PLN
2017-07-19,127.33,PLN
2017-07-20,127.30,PLN
2017-07-21,127.82,PLN
2017-07-24,128.21,PLN
2017-07-25,127.96,PLN
2017-07-26,127.57,PLN
2017-07-27,128.23,PLN
2017-07-28,127.68,PLN
2017-07-31,128.49,PLN
2017-08-01,128.90,PLN
2017-08-02,129.47,PLN
2017-08-03,128.25,PLN
2017-08-04,128.44,PLN
2017-08-07,129.37,PLN
2017-08-08,129.62,PLN
2017-08-09,129.05,PLN
2017-08-10,127.51,PLN
2017-08-11,126.41,PLN
2017-08-14,127.61,PLN
2017-08-16,128.23,PLN
2017-08-17,128.08,PLN
2017-08-18,127.97,PLN
2017-08-21,128.17,PLN
2017-08-22,128.56,PLN
2017-08-23,128.89,PLN
2017-08-24,129.80,PLN
2017-08-25,129.20,PLN
2017-08-28,128.69,PLN
2017-08-29,128.04,PLN
2017-08-30,128.50,PLN
2017-08-31,128.81,PLN
2017-09-01,129.70,PLN
2017-09-04,129.51,PLN
2017-09-05,129.36,PLN
2017-09-06,128.99,PLN
2017-09-07,129.54,PLN
2017-09-08,129.86,PLN
2017-09-11,130.36,PLN
2017-09-12,130.51,PLN
2017-09-13,130.55,PLN
2017-09-14,130.71,PLN
2017-09-15,130.80,PLN
2017-09-18,131.89,PLN
2017-09-19,131.52,PLN
2017-09-20,132.01,PLN
2017-09-21,132.00,PLN
2017-09-22,131.61,PLN
2017-09-25,130.41,PLN
2017-09-26,129.48,PLN
2017-09-27,129.90,PLN
2017-09-28,129.95,PLN
2017-09-29,130.99,PLN
2017-10-02,131.29,PLN
2017-10-03,131.65,PLN
2017-10-04,131.86,PLN
2017-10-05,131.97,PLN
2017-10-06,132.57,PLN
2017-10-09,132.64,PLN
2017-10-10,133.22,PLN
2017-10-11,133.04,PLN
2017-10-12,133.79,PLN
2017-10-13,134.14,PLN
2017-10-16,134.28,PLN
2017-10-17,133.89,PLN
2017-10-18,133.92,PLN
2017-10-19,133.07,PLN
2017-10-20,132.86,PLN
2017-10-23,133.32,PLN
2017-10-24,133.73,PLN
2017-10-25,133.91,PLN
2017-10-26,133.86,PLN
2017-10-27,132.92,PLN
2017-10-30,133.17,PLN
2017-10-31,134.00,PLN
2017-11-02,134.30,PLN
2017-11-03,134.73,PLN
2017-11-06,135.19,PLN
2017-11-07,135.63,PLN
2017-11-08,135.50,PLN
2017-11-09,135.18,PLN
2017-11-10,134.95,PLN
2017-11-13,134.48,PLN
2017-11-14,134.12,PLN
2017-11-15,133.47,PLN
2017-11-16,134.49,PLN
2017-11-17,135.08,PLN
2017-11-20,134.77,PLN
2017-11-21,136.00,PLN
2017-11-22,136.90,PLN
2017-11-23,136.70,PLN
2017-11-24,136.76,PLN
2017-11-27,135.55,PLN
2017-11-28,135.52,PLN
2017-11-29,135.11,PLN
2017-11-30,133.81,PLN
2017-12-01,133.30,PLN
2017-12-04,133.32,PLN
2017-12-05,133.07,PLN
2017-12-06,130.90,PLN
2017-12-07,130.87,PLN
2017-12-08,132.15,PLN
2017-12-11,133.25,PLN
2017-12-12,132.83,PLN
2017-12-13,133.55,PLN
2017-12-14,133.96,PLN
2017-12-15,133.74,PLN
2017-12-18,134.12,PLN
2017-12-19,134.58,PLN
2017-12-20,134.34,PLN
2017-12-21,134.65,PLN
2017-12-22,134.99,PLN
2017-12-27,134.65,PLN
2017-12-28,135.88,PLN
2017-12-29,135.97,PLN
2018-01-03,137.98,PLN
2018-01-04,138.68,PLN
2018-01-05,138.83,PLN
2018-01-08,138.89,PLN
2018-01-09,139.99,PLN
2018-01-10,138.96,PLN
2018-01-11,138.92,PLN
2018-01-12,139.61,PLN
2018-01-15,139.87,PLN
2018-01-16,140.69,PLN
2018-01-17,140.16,PLN
2018-01-18,139.69,PLN
2018-01-19,140.35,PLN
2018-01-22,140.55,PLN
2018-01-23,141.19,PLN
2018-01-24,140.89,PLN
2018-01-25,140.99,PLN
2018-01-26,141.52,PLN
2018-01-29,140.33,PLN
2018-01-30,138.92,PLN
2018-01-31,139.83,PLN
2018-02-01,139.31,PLN
2018-02-02,137.53,PLN
2018-02-05,135.11,PLN
2018-02-06,132.45,PLN
2018-02-07,131.67,PLN
2018-02-08,130.66,PLN
2018-02-09,129.25,PLN
2018-02-12,130.68,PLN
2018-02-13,131.88,PLN
2018-02-14,133.87,PLN
2018-02-15,135.42,PLN
2018-02-16,135.42,PLN
2018-02-19,135.39,PLN
2018-02-20,134.85,PLN
2018-02-21,137.26,PLN
2018-02-22,135.86,PLN
2018-02-23,137.56,PLN
2018-02-26,138.03,PLN
2018-02-27,136.86,PLN
2018-02-28,135.88,PLN
2018-03-01,136.02,PLN
2018-03-02,135.12,PLN
2018-03-05,133.76,PLN
2018-03-06,135.11,PLN
2018-03-07,134.54,PLN
2018-03-08,135.83,PLN
2018-03-09,137.23,PLN
2018-03-12,138.66,PLN
2018-03-13,138.98,PLN
2018-03-14,138.85,PLN
2018-03-15,138.75,PLN
2018-03-16,138.28,PLN
2018-03-19,137.77,PLN
2018-03-20,138.91,PLN
2018-03-21,138.44,PLN
2018-03-22,136.33,PLN
2018-03-23,133.55,PLN
2018-03-26,136.09,PLN
2018-03-27,135.85,PLN
2018-03-28,134.06,PLN
2018-03-29,134.95,PLN
2018-04-03,134.37,PLN
2018-04-04,133.38,PLN
2018-04-05,133.37,PLN
2018-04-06,133.56,PLN
2018-04-09,134.84,PLN
2018-04-10,136.34,PLN
2018-04-11,136.38,PLN
2018-04-12,136.00,PLN
2018-04-13,135.87,PLN
2018-04-16,135.19,PLN
2018-04-17,134.82,PLN
2018-04-18,135.58,PLN
2018-04-19,136.98,PLN
2018-04-20,135.28,PLN
2018-04-23,134.84,PLN
2018-04-24,133.87,PLN
2018-04-25,133.21,PLN
2018-04-26,132.40,PLN
2018-04-27,133.05,PLN
2018-04-30,134.80,PLN
2018-05-02,133.76,PLN
2018-05-04,132.10,PLN
2018-05-07,132.64,PLN
2018-05-08,133.43,PLN
2018-05-09,133.31,PLN
2018-05-10,134.67,PLN
2018-05-11,135.02,PLN
2018-05-14,135.68,PLN
2018-05-15,134.39,PLN
2018-05-16,134.45,PLN
2018-05-17,133.82,PLN
2018-05-18,133.49,PLN
2018-05-21,133.80,PLN
2018-05-22,134.01,PLN
2018-05-23,133.90,PLN
2018-05-24,134.25,PLN
2018-05-25,134.30,PLN
2018-05-28,134.68,PLN
2018-05-29,133.43,PLN
2018-05-30,131.97,PLN
2018-06-01,134.15,PLN
2018-06-04,135.47,PLN
2018-06-05,135.68,PLN
2018-06-06,136.65,PLN
2018-06-07,137.13,PLN
2018-06-08,135.74,PLN
2018-06-11,135.96,PLN
2018-06-12,135.86,PLN
2018-06-13,135.37,PLN
2018-06-14,134.12,PLN
2018-06-15,133.28,PLN
2018-06-18,133.26,PLN
2018-06-19,130.33,PLN
2018-06-20,130.92,PLN
2018-06-21,129.68,PLN
2018-06-22,129.74,PLN
2018-06-25,128.22,PLN
2018-06-26,128.14,PLN
2018-06-27,126.71,PLN
2018-06-28,125.63,PLN
2018-06-29,127.38,PLN
2018-07-02,126.36,PLN
2018-07-03,125.59,PLN
2018-07-04,125.26,PLN
2018-07-05,124.30,PLN
2018-07-06,124.39,PLN
2018-07-09,126.69,PLN
2018-07-10,127.22,PLN
2018-07-11,125.79,PLN
2018-07-12,125.92,PLN
2018-07-13,126.71,PLN
2018-07-16,126.53,PLN
2018-07-17,126.70,PLN
2018-07-18,126.88,PLN
2018-07-19,126.23,PLN
2018-07-20,127.08,PLN
2018-07-23,127.63,PLN
2018-07-24,127.93,PLN
2018-07-25,128.29,PLN
2018-07-26,128.41,PLN
2018-07-27,128.81,PLN
2018-07-30,128.59,PLN
2018-07-31,127.43,PLN
2018-08-01,128.46,PLN
2018-08-02,126.44,PLN
2018-08-03,127.15,PLN
2018-08-06,128.12,PLN
2018-08-07,129.11,PLN
2018-08-08,129.14,PLN
2018-08-09,129.65,PLN
2018-08-10,128.13,PLN
2018-08-13,127.05,PLN
2018-08-14,127.35,PLN
2018-08-16,125.26,PLN
2018-08-17,126.01,PLN
2018-08-20,126.68,PLN
2018-08-21,127.37,PLN
2018-08-22,127.84,PLN
2018-08-23,127.54,PLN
2018-08-24,127.44,PLN
2018-08-27,129.28,PLN
2018-08-28,129.82,PLN
2018-08-29,130.51,PLN
2018-08-30,130.08,PLN
2018-08-31,129.36,PLN
2018-09-03,128.93,PLN
2018-09-04,128.79,PLN
2018-09-05,126.48,PLN
2018-09-06,126.13,PLN
2018-09-07,125.63,PLN
2018-09-10,124.68,PLN
2018-09-11,124.21,PLN
2018-09-12,124.20,PLN
2018-09-13,125.62,PLN
2018-09-14,126.52,PLN
2018-09-17,125.55,PLN
2018-09-18,125.60,PLN
2018-09-19,127.39,PLN
2018-09-20,127.58,PLN
2018-09-21,129.29,PLN
2018-09-24,128.05,PLN
2018-09-25,128.04,PLN
2018-09-26,128.72,PLN
2018-09-27,129.29,PLN
2018-09-28,129.70,PLN
2018-10-01,129.66,PLN
2018-10-02,127.51,PLN
2018-10-03,127.37,PLN
2018-10-04,124.83,PLN
2018-10-05,123.86,PLN
2018-10-08,122.18,PLN
2018-10-09,122.69,PLN
2018-10-10,121.72,PLN
2018-10-11,117.57,PLN
2018-10-12,120.86,PLN
2018-10-15,119.71,PLN
2018-10-16,120.27,PLN
2018-10-17,120.39,PLN
2018-10-18,119.78,PLN
2018-10-19,119.78,PLN
2018-10-22,120.72,PLN
2018-10-23,117.93,PLN
2018-10-24,117.41,PLN
2018-10-25,117.01,PLN
2018-10-26,114.98,PLN
2018-10-29,115.58,PLN
2018-10-30,114.83,PLN
2018-10-31,117.30,PLN
2018-11-02,120.84,PLN
2018-11-05,118.98,PLN
2018-11-06,119.32,PLN
2018-11-07,120.43,PLN
2018-11-08,120.31,PLN
2018-11-09,118.01,PLN
2018-11-13,118.29,PLN
2018-11-14,118.69,PLN
2018-11-15,120.21,PLN
2018-11-16,120.17,PLN
2018-11-19,119.91,PLN
2018-11-20,118.47,PLN
2018-11-21,119.38,PLN
2018-11-22,118.87,PLN
2018-11-23,119.03,PLN
2018-11-26,120.86,PLN
2018-11-27,120.45,PLN
2018-11-28,122.00,PLN
2018-11-29,122.01,PLN
2018-11-30,122.13,PLN
2018-12-03,125.28,PLN
2018-12-04,123.77,PLN
2018-12-05,123.18,PLN
2018-12-06,121.01,PLN
2018-12-07,120.26,PLN
2018-12-10,119.27,PLN
2018-12-11,119.42,PLN
2018-12-12,120.95,PLN
2018-12-13,122.26,PLN
2018-12-14,119.86,PLN
2018-12-17,119.19,PLN
2018-12-18,119.41,PLN
2018-12-19,119.56,PLN
2018-12-20,118.35,PLN
2018-12-21,118.36,PLN
2018-12-27,119.11,PLN
2018-12-28,118.65,PLN
2019-01-02,116.96,PLN
2019-01-03,115.46,PLN
2019-01-04,118.02,PLN
2019-01-07,119.10,PLN
2019-01-08,118.61,PLN
2019-01-09,120.90,PLN
2019-01-10,121.66,PLN
2019-01-11,122.12,PLN
2019-01-14,120.96,PLN
2019-01-15,123.46,PLN
2019-01-16,123.65,PLN
2019-01-17,123.51,PLN
2019-01-18,124.94,PLN
2019-01-21,124.51,PLN
2019-01-22,124.04,PLN
2019-01-23,124.35,PLN
2019-01-24,124.89,PLN
2019-01-25,126.71,PLN
2019-01-28,126.51,PLN
2019-01-29,126.20,PLN
2019-01-30,127.30,PLN
2019-01-31,127.85,PLN
2019-02-01,127.69,PLN
2019-02-04,127.72,PLN
2019-02-05,127.71,PLN
2019-02-06,127.70,PLN
2019-02-07,127.70,PLN
2019-02-08,127.16,PLN
2019-02-11,127.95,PLN
2019-02-12,127.99,PLN
2019-02-13,128.79,PLN
2019-02-14,128.83,PLN
2019-02-15,127.72,PLN
2019-02-18,128.85,PLN
2019-02-19,128.55,PLN
2019-02-20,129.93,PLN
2019-02-21,129.58,PLN
2019-02-22,129.88,PLN
2019-02-25,130.92,PLN
2019-02-26,130.48,PLN
2019-02-27,130.54,PLN
2019-02-28,129.84,PLN
2019-03-01,130.34,PLN
2019-03-04,130.64,PLN
2019-03-05,130.42,PLN
2019-03-06,130.63,PLN
2019-03-07,129.66,PLN
2019-03-08,127.57,PLN
2019-03-11,128.71,PLN
2019-03-12,129.33,PLN
2019-03-13,129.30,PLN
2019-03-14,129.54,PLN
2019-03-15,130.26,PLN
2019-03-18,131.55,PLN
2019-03-19,131.65,PLN
2019-03-20,131.33,PLN
2019-03-21,131.70,PLN
2019-03-22,130.33,PLN
2019-03-25,128.52,PLN
2019-03-26,129.14,PLN
2019-03-27,129.41,PLN
2019-03-28,129.41,PLN
2019-03-29,130.57,PLN
2019-04-01,132.21,PLN
2019-04-02,132.27,PLN
2019-04-03,132.61,PLN
2019-04-04,132.60,PLN
2019-04-05,132.59,PLN
2019-04-08,133.68,PLN
2019-04-09,134.14,PLN
2019-04-10,134.24,PLN
2019-04-11,133.41,PLN
2019-04-12,134.07,PLN
2019-04-15,134.13,PLN
2019-04-16,135.11,PLN
2019-04-17,135.09,PLN
2019-04-18,134.64,PLN
2019-04-23,134.32,PLN
2019-04-24,133.92,PLN
2019-04-25,133.08,PLN
2019-04-26,132.65,PLN
2019-04-29,132.85,PLN
2019-04-30,132.07,PLN
2019-05-02,132.32,PLN
2019-05-06,129.58,PLN
2019-05-07,129.65,PLN
2019-05-08,128.99,PLN
2019-05-09,125.85,PLN
2019-05-10,126.07,PLN
2019-05-13,123.19,PLN
2019-05-14,123.06,PLN
2019-05-15,123.36,PLN
2019-05-16,122.79,PLN
2019-05-17,121.09,PLN
2019-05-20,121.27,PLN
2019-05-21,121.11,PLN
2019-05-22,121.14,PLN
2019-05-23,119.82,PLN
2019-05-24,120.46,PLN
2019-05-27,120.48,PLN
2019-05-28,120.60,PLN
2019-05-29,119.69,PLN
2019-05-30,120.34,PLN
2019-05-31,120.74,PLN
2019-06-03,122.01,PLN
2019-06-04,122.15,PLN
2019-06-05,122.18,PLN
2019-06-06,121.57,PLN
2019-06-07,121.56,PLN
2019-06-10,124.04,PLN
2019-06-11,124.83,PLN
2019-06-12,123.80,PLN
2019-06-13,123.24,PLN
2019-06-14,122.36,PLN
2019-06-17,122.08,PLN
2019-06-18,123.12,PLN
2019-06-19,125.53,PLN
2019-06-21,126.61,PLN
2019-06-24,126.85,PLN
2019-06-25,126.07,PLN
2019-06-26,126.00,PLN
2019-06-27,127.38,PLN
2019-06-28,127.26,PLN
2019-07-01,128.37,PLN
2019-07-02,128.89,PLN
2019-07-03,128.32,PLN
2019-07-04,128.64,PLN
2019-07-05,128.58,PLN
2019-07-08,126.39,PLN
2019-07-09,126.27,PLN
2019-07-10,127.03,PLN
2019-07-11,128.12,PLN
2019-07-12,128.07,PLN
2019-07-15,128.73,PLN
2019-07-16,128.99,PLN
2019-07-17,128.90,PLN
2019-07-18,128.06,PLN
2019-07-19,129.14,PLN
2019-07-22,128.48,PLN
2019-07-23,129.42,PLN
2019-07-24,129.10,PLN
2019-07-25,129.61,PLN
2019-07-26,128.54,PLN
2019-07-29,127.83,PLN
2019-07-30,127.81,PLN
2019-07-31,126.63,PLN
2019-08-01,125.74,PLN
2019-08-02,123.14,PLN
2019-08-05,118.92,PLN
2019-08-06,119.92,PLN
2019-08-07,119.87,PLN
2019-08-08,121.39,PLN
2019-08-09,120.30,PLN
