Data,Wartość dla NN Polski Odpowiedzialnego Inwestowania (A),Waluta
2012-03-14,119.11,PLN
2012-03-15,119.23,PLN
2012-03-16,120.18,PLN
2012-03-19,119.80,PLN
2012-03-20,119.44,PLN
2012-03-21,119.24,PLN
2012-03-22,118.79,PLN
2012-03-23,118.97,PLN
2012-03-26,120.05,PLN
2012-03-27,120.04,PLN
2012-03-28,119.81,PLN
2012-03-29,118.71,PLN
2012-03-30,119.44,PLN
2012-04-02,119.30,PLN
2012-04-03,119.62,PLN
2012-04-04,118.71,PLN
2012-04-05,118.57,PLN
2012-04-10,117.21,PLN
2012-04-11,118.10,PLN
2012-04-12,118.44,PLN
2012-04-13,118.32,PLN
2012-04-16,118.39,PLN
2012-04-17,118.47,PLN
2012-04-18,117.92,PLN
2012-04-19,117.09,PLN
2012-04-20,116.93,PLN
2012-04-23,115.27,PLN
2012-04-24,115.68,PLN
2012-04-25,116.12,PLN
2012-04-26,116.97,PLN
2012-04-27,117.63,PLN
2012-04-30,118.42,PLN
2012-05-02,117.82,PLN
2012-05-04,117.89,PLN
2012-05-07,117.26,PLN
2012-05-08,116.47,PLN
2012-05-09,114.87,PLN
2012-05-10,115.41,PLN
2012-05-11,115.21,PLN
2012-05-14,113.15,PLN
2012-05-15,112.70,PLN
2012-05-16,112.46,PLN
2012-05-17,110.49,PLN
2012-05-18,110.28,PLN
2012-05-21,110.20,PLN
2012-05-22,111.16,PLN
2012-05-23,109.81,PLN
2012-05-24,109.46,PLN
2012-05-25,109.27,PLN
2012-05-28,109.57,PLN
2012-05-29,110.69,PLN
2012-05-30,110.44,PLN
2012-05-31,110.09,PLN
2012-06-01,109.86,PLN
2012-06-04,109.92,PLN
2012-06-05,109.18,PLN
2012-06-06,110.04,PLN
2012-06-08,111.34,PLN
2012-06-11,111.89,PLN
2012-06-12,113.30,PLN
2012-06-13,114.33,PLN
2012-06-14,113.91,PLN
2012-06-15,113.84,PLN
2012-06-18,113.76,PLN
2012-06-19,115.31,PLN
2012-06-20,115.01,PLN
2012-06-21,115.17,PLN
2012-06-22,115.36,PLN
2012-06-25,113.84,PLN
2012-06-26,114.71,PLN
2012-06-27,115.89,PLN
2012-06-28,115.32,PLN
2012-06-29,116.72,PLN
2012-07-02,117.10,PLN
2012-07-03,117.86,PLN
2012-07-04,118.17,PLN
2012-07-05,117.06,PLN
2012-07-06,117.78,PLN
2012-07-09,117.88,PLN
2012-07-10,117.82,PLN
2012-07-11,117.64,PLN
2012-07-12,117.38,PLN
2012-07-13,117.95,PLN
2012-07-16,117.86,PLN
2012-07-17,117.51,PLN
2012-07-18,117.68,PLN
2012-07-19,117.81,PLN
2012-07-20,116.90,PLN
2012-07-23,115.35,PLN
2012-07-24,116.21,PLN
2012-07-25,116.86,PLN
2012-07-26,117.33,PLN
2012-07-27,118.20,PLN
2012-07-30,119.11,PLN
2012-07-31,118.63,PLN
2012-08-01,118.75,PLN
2012-08-02,117.63,PLN
2012-08-03,118.82,PLN
2012-08-06,119.22,PLN
2012-08-07,118.61,PLN
2012-08-08,119.07,PLN
2012-08-09,119.05,PLN
2012-08-10,119.23,PLN
2012-08-13,119.21,PLN
2012-08-14,118.31,PLN
2012-08-16,119.87,PLN
2012-08-17,119.39,PLN
2012-08-20,119.29,PLN
2012-08-21,119.46,PLN
2012-08-22,119.36,PLN
2012-08-23,119.06,PLN
2012-08-24,118.97,PLN
2012-08-27,118.62,PLN
2012-08-28,118.89,PLN
2012-08-29,119.02,PLN
2012-08-30,119.09,PLN
2012-08-31,120.84,PLN
2012-09-03,121.84,PLN
2012-09-04,120.95,PLN
2012-09-05,121.67,PLN
2012-09-06,121.21,PLN
2012-09-07,121.72,PLN
2012-09-10,121.85,PLN
2012-09-11,121.44,PLN
2012-09-12,121.15,PLN
2012-09-13,121.04,PLN
2012-09-14,122.41,PLN
2012-09-17,122.57,PLN
2012-09-18,123.07,PLN
2012-09-19,123.78,PLN
2012-09-20,123.78,PLN
2012-09-21,123.48,PLN
2012-09-24,123.46,PLN
2012-09-25,124.10,PLN
2012-09-26,123.07,PLN
2012-09-27,123.24,PLN
2012-09-28,122.30,PLN
2012-10-01,123.08,PLN
2012-10-02,123.89,PLN
2012-10-03,123.65,PLN
2012-10-04,122.30,PLN
2012-10-05,122.73,PLN
2012-10-08,122.42,PLN
2012-10-09,122.01,PLN
2012-10-10,122.80,PLN
2012-10-11,123.75,PLN
2012-10-12,123.35,PLN
2012-10-15,124.18,PLN
2012-10-16,125.05,PLN
2012-10-17,124.83,PLN
2012-10-18,125.35,PLN
2012-10-19,124.84,PLN
2012-10-22,124.77,PLN
2012-10-23,124.63,PLN
2012-10-24,125.21,PLN
2012-10-25,125.22,PLN
2012-10-26,125.78,PLN
2012-10-29,125.75,PLN
2012-10-30,126.35,PLN
2012-10-31,127.04,PLN
2012-11-02,126.63,PLN
2012-11-05,127.68,PLN
2012-11-06,128.28,PLN
2012-11-07,127.26,PLN
2012-11-08,128.69,PLN
2012-11-09,127.70,PLN
2012-11-12,127.85,PLN
2012-11-13,128.60,PLN
2012-11-14,128.43,PLN
2012-11-15,128.67,PLN
2012-11-16,127.93,PLN
2012-11-19,129.55,PLN
2012-11-20,129.98,PLN
2012-11-21,129.99,PLN
2012-11-22,128.95,PLN
2012-11-23,129.37,PLN
2012-11-26,130.04,PLN
2012-11-27,129.63,PLN
2012-11-28,129.94,PLN
2012-11-29,130.55,PLN
2012-11-30,131.77,PLN
2012-12-03,133.13,PLN
2012-12-04,134.82,PLN
2012-12-05,134.75,PLN
2012-12-06,136.31,PLN
2012-12-07,136.23,PLN
2012-12-10,137.34,PLN
2012-12-11,138.44,PLN
2012-12-12,139.28,PLN
2012-12-13,138.99,PLN
2012-12-14,138.89,PLN
2012-12-17,138.94,PLN
2012-12-18,140.06,PLN
2012-12-19,139.76,PLN
2012-12-20,139.52,PLN
2012-12-21,138.85,PLN
2012-12-27,140.96,PLN
2012-12-28,140.68,PLN
2013-01-02,142.41,PLN
2013-01-03,143.50,PLN
2013-01-04,144.40,PLN
2013-01-07,144.52,PLN
2013-01-08,143.83,PLN
2013-01-09,144.86,PLN
2013-01-10,144.71,PLN
2013-01-11,144.70,PLN
2013-01-14,145.37,PLN
2013-01-15,144.70,PLN
2013-01-16,146.72,PLN
2013-01-17,147.33,PLN
2013-01-18,148.16,PLN
2013-01-21,148.92,PLN
2013-01-22,148.57,PLN
2013-01-23,149.32,PLN
2013-01-24,151.50,PLN
2013-01-25,150.66,PLN
2013-01-28,147.14,PLN
2013-01-29,147.96,PLN
2013-01-30,145.40,PLN
2013-01-31,144.69,PLN
2013-02-01,146.20,PLN
2013-02-04,145.90,PLN
2013-02-05,146.29,PLN
2013-02-06,145.39,PLN
2013-02-07,143.92,PLN
2013-02-08,143.85,PLN
2013-02-11,143.05,PLN
2013-02-12,144.07,PLN
2013-02-13,144.78,PLN
2013-02-14,144.52,PLN
2013-02-15,145.04,PLN
2013-02-18,145.69,PLN
2013-02-19,145.00,PLN
2013-02-20,144.41,PLN
2013-02-21,143.81,PLN
2013-02-22,143.35,PLN
2013-02-25,144.14,PLN
2013-02-26,144.22,PLN
2013-02-27,146.04,PLN
2013-02-28,147.16,PLN
2013-03-01,147.27,PLN
2013-03-04,147.91,PLN
2013-03-05,149.02,PLN
2013-03-06,149.86,PLN
2013-03-07,149.97,PLN
2013-03-08,151.09,PLN
2013-03-11,150.03,PLN
2013-03-12,151.57,PLN
2013-03-13,150.64,PLN
2013-03-14,150.08,PLN
2013-03-15,150.51,PLN
2013-03-18,149.83,PLN
2013-03-19,148.66,PLN
2013-03-20,148.98,PLN
2013-03-21,148.74,PLN
2013-03-22,148.23,PLN
2013-03-25,147.30,PLN
2013-03-26,149.07,PLN
2013-03-27,150.47,PLN
2013-03-28,152.04,PLN
2013-04-02,153.27,PLN
2013-04-03,151.51,PLN
2013-04-04,151.25,PLN
2013-04-05,149.02,PLN
2013-04-08,149.13,PLN
2013-04-09,149.10,PLN
2013-04-10,149.07,PLN
2013-04-11,150.13,PLN
2013-04-12,149.68,PLN
2013-04-15,148.49,PLN
2013-04-17,146.13,PLN
2013-04-18,145.74,PLN
2013-04-19,145.24,PLN
2013-04-22,145.72,PLN
2013-04-23,145.94,PLN
2013-04-24,147.63,PLN
2013-04-25,147.98,PLN
2013-04-26,149.26,PLN
2013-04-29,148.97,PLN
2013-04-30,150.17,PLN
2013-05-02,150.05,PLN
2013-05-06,151.95,PLN
2013-05-07,151.96,PLN
2013-05-08,152.51,PLN
2013-05-09,151.32,PLN
2013-05-10,152.26,PLN
2013-05-13,153.56,PLN
2013-05-14,154.95,PLN
2013-05-15,156.06,PLN
2013-05-16,155.67,PLN
2013-05-17,155.63,PLN
2013-05-20,155.19,PLN
2013-05-21,156.10,PLN
2013-05-22,157.12,PLN
2013-05-23,155.84,PLN
2013-05-24,156.71,PLN
2013-05-27,158.96,PLN
2013-05-28,159.16,PLN
2013-05-29,157.76,PLN
2013-05-31,156.83,PLN
2013-06-03,148.07,PLN
2013-06-04,152.14,PLN
2013-06-05,152.34,PLN
2013-06-06,149.03,PLN
2013-06-07,152.55,PLN
2013-06-10,150.57,PLN
2013-06-11,149.74,PLN
2013-06-12,150.51,PLN
2013-06-13,150.14,PLN
2013-06-14,152.42,PLN
2013-06-17,151.96,PLN
2013-06-18,151.81,PLN
2013-06-19,151.06,PLN
2013-06-20,145.45,PLN
2013-06-21,143.37,PLN
2013-06-24,141.32,PLN
2013-06-25,142.17,PLN
2013-06-26,143.88,PLN
2013-06-27,144.58,PLN
2013-06-28,145.96,PLN
2013-07-01,147.70,PLN
2013-07-02,148.71,PLN
2013-07-03,147.01,PLN
2013-07-04,148.19,PLN
2013-07-05,146.40,PLN
2013-07-08,145.76,PLN
2013-07-09,146.76,PLN
2013-07-10,147.75,PLN
2013-07-11,148.74,PLN
2013-07-12,150.21,PLN
2013-07-15,151.82,PLN
2013-07-16,150.74,PLN
2013-07-17,150.77,PLN
2013-07-18,150.42,PLN
2013-07-19,149.51,PLN
2013-07-22,149.24,PLN
2013-07-23,149.45,PLN
2013-07-24,148.67,PLN
2013-07-25,147.28,PLN
2013-07-26,145.13,PLN
2013-07-29,145.49,PLN
2013-07-30,146.32,PLN
2013-07-31,145.94,PLN
2013-08-01,146.47,PLN
2013-08-02,149.04,PLN
2013-08-05,149.34,PLN
2013-08-06,149.38,PLN
2013-08-07,149.65,PLN
2013-08-08,150.33,PLN
2013-08-09,150.76,PLN
2013-08-12,153.00,PLN
2013-08-13,153.37,PLN
2013-08-14,154.08,PLN
2013-08-16,153.99,PLN
2013-08-19,152.63,PLN
2013-08-20,150.84,PLN
2013-08-21,148.62,PLN
2013-08-22,148.36,PLN
2013-08-23,147.91,PLN
2013-08-26,147.20,PLN
2013-08-27,142.39,PLN
2013-08-28,141.38,PLN
2013-08-29,143.50,PLN
2013-08-30,143.07,PLN
2013-09-02,145.74,PLN
2013-09-03,143.59,PLN
2013-09-04,142.80,PLN
2013-09-05,139.98,PLN
2013-09-06,141.89,PLN
2013-09-09,145.27,PLN
2013-09-10,148.41,PLN
2013-09-11,148.84,PLN
2013-09-12,148.77,PLN
2013-09-13,147.13,PLN
2013-09-16,148.92,PLN
2013-09-17,149.93,PLN
2013-09-18,150.25,PLN
2013-09-19,154.36,PLN
2013-09-20,153.19,PLN
2013-09-23,152.35,PLN
2013-09-24,152.09,PLN
2013-09-25,151.72,PLN
2013-09-26,151.75,PLN
2013-09-27,150.28,PLN
2013-09-30,149.18,PLN
2013-10-01,151.98,PLN
2013-10-02,150.99,PLN
2013-10-03,151.95,PLN
2013-10-04,151.58,PLN
2013-10-07,150.91,PLN
2013-10-08,149.88,PLN
2013-10-09,149.93,PLN
2013-10-10,152.82,PLN
2013-10-11,153.51,PLN
2013-10-14,153.99,PLN
2013-10-15,154.29,PLN
2013-10-16,154.35,PLN
2013-10-17,153.48,PLN
2013-10-18,153.88,PLN
2013-10-21,157.14,PLN
2013-10-22,157.38,PLN
2013-10-23,155.97,PLN
2013-10-24,157.07,PLN
2013-10-25,157.09,PLN
2013-10-28,157.75,PLN
2013-10-29,159.13,PLN
2013-10-30,158.75,PLN
2013-10-31,157.19,PLN
2013-11-04,157.07,PLN
2013-11-05,154.75,PLN
2013-11-06,156.04,PLN
2013-11-07,155.53,PLN
2013-11-08,153.29,PLN
2013-11-12,151.56,PLN
2013-11-13,150.21,PLN
2013-11-14,151.73,PLN
2013-11-15,153.31,PLN
2013-11-18,155.71,PLN
2013-11-19,154.48,PLN
2013-11-20,155.10,PLN
2013-11-21,154.85,PLN
2013-11-22,155.61,PLN
2013-11-25,157.41,PLN
2013-11-26,155.12,PLN
2013-11-27,154.99,PLN
2013-11-28,154.52,PLN
2013-11-29,155.60,PLN
2013-12-02,153.97,PLN
2013-12-03,151.53,PLN
2013-12-04,150.53,PLN
2013-12-05,148.75,PLN
2013-12-06,149.63,PLN
2013-12-09,150.21,PLN
2013-12-10,150.09,PLN
2013-12-11,149.67,PLN
2013-12-12,147.88,PLN
2013-12-13,147.94,PLN
2013-12-16,148.78,PLN
2013-12-17,144.81,PLN
2013-12-18,145.51,PLN
2013-12-19,143.42,PLN
2013-12-20,143.68,PLN
2013-12-23,142.63,PLN
2013-12-27,137.34,PLN
2013-12-30,140.73,PLN
2014-01-02,140.03,PLN
2014-01-03,139.23,PLN
2014-01-07,140.90,PLN
2014-01-08,140.29,PLN
2014-01-09,138.67,PLN
2014-01-10,139.95,PLN
2014-01-13,141.14,PLN
2014-01-14,141.00,PLN
2014-01-15,141.89,PLN
2014-01-16,141.18,PLN
2014-01-17,139.68,PLN
2014-01-20,139.26,PLN
2014-01-21,140.33,PLN
2014-01-22,140.88,PLN
2014-01-23,138.04,PLN
2014-01-24,135.28,PLN
2014-01-27,133.95,PLN
2014-01-28,135.64,PLN
2014-01-29,134.99,PLN
2014-01-30,134.80,PLN
2014-01-31,135.49,PLN
2014-02-03,135.73,PLN
2014-02-04,135.75,PLN
2014-02-05,135.89,PLN
2014-02-06,138.67,PLN
2014-02-07,139.11,PLN
2014-02-10,138.48,PLN
2014-02-11,139.83,PLN
2014-02-12,140.94,PLN
2014-02-13,139.87,PLN
2014-02-14,140.77,PLN
2014-02-17,141.21,PLN
2014-02-18,140.64,PLN
2014-02-19,140.11,PLN
2014-02-20,139.79,PLN
2014-02-21,140.38,PLN
2014-02-24,141.19,PLN
2014-02-25,138.52,PLN
2014-02-26,137.16,PLN
2014-02-27,137.09,PLN
2014-02-28,138.14,PLN
2014-03-03,133.95,PLN
2014-03-04,136.67,PLN
2014-03-05,137.32,PLN
2014-03-06,138.50,PLN
2014-03-07,136.79,PLN
2014-03-10,134.82,PLN
2014-03-11,135.11,PLN
2014-03-12,133.55,PLN
2014-03-13,133.50,PLN
2014-03-14,133.09,PLN
2014-03-17,135.43,PLN
2014-03-18,136.44,PLN
2014-03-19,135.66,PLN
2014-03-20,135.81,PLN
2014-03-21,135.44,PLN
2014-03-24,134.17,PLN
2014-03-25,135.71,PLN
2014-03-26,139.31,PLN
2014-03-27,139.08,PLN
2014-03-28,141.03,PLN
2014-03-31,142.93,PLN
2014-04-01,144.61,PLN
2014-04-02,145.74,PLN
2014-04-03,145.91,PLN
2014-04-04,147.26,PLN
2014-04-07,147.38,PLN
2014-04-08,149.13,PLN
2014-04-09,147.62,PLN
2014-04-10,147.91,PLN
2014-04-11,147.07,PLN
2014-04-14,147.87,PLN
2014-04-15,145.82,PLN
2014-04-16,145.50,PLN
2014-04-17,147.40,PLN
2014-04-22,147.50,PLN
2014-04-23,146.99,PLN
2014-04-24,146.30,PLN
2014-04-25,145.03,PLN
2014-04-28,146.48,PLN
2014-04-29,147.48,PLN
2014-04-30,149.77,PLN
2014-05-02,151.07,PLN
2014-05-05,150.66,PLN
2014-05-06,150.46,PLN
2014-05-07,149.84,PLN
2014-05-08,151.23,PLN
2014-05-09,151.10,PLN
2014-05-12,152.02,PLN
2014-05-13,151.96,PLN
2014-05-14,152.90,PLN
2014-05-15,151.72,PLN
2014-05-16,150.96,PLN
2014-05-19,151.38,PLN
2014-05-20,151.81,PLN
2014-05-21,152.74,PLN
2014-05-22,155.64,PLN
2014-05-23,155.96,PLN
2014-05-26,156.81,PLN
2014-05-27,156.13,PLN
2014-05-28,156.18,PLN
2014-05-29,158.09,PLN
2014-05-30,158.02,PLN
2014-06-02,157.25,PLN
2014-06-03,157.48,PLN
2014-06-04,156.11,PLN
2014-06-05,157.58,PLN
2014-06-06,159.29,PLN
2014-06-09,159.44,PLN
2014-06-10,160.97,PLN
2014-06-11,158.65,PLN
2014-06-12,158.44,PLN
2014-06-13,157.93,PLN
2014-06-16,156.63,PLN
2014-06-17,157.01,PLN
2014-06-18,157.43,PLN
2014-06-20,157.66,PLN
2014-06-23,158.65,PLN
2014-06-24,158.34,PLN
2014-06-25,156.75,PLN
2014-06-26,155.95,PLN
2014-06-27,156.67,PLN
2014-06-30,156.80,PLN
2014-07-01,155.58,PLN
2014-07-02,154.33,PLN
2014-07-03,154.45,PLN
2014-07-04,153.93,PLN
2014-07-07,154.88,PLN
2014-07-08,154.51,PLN
2014-07-09,153.87,PLN
2014-07-10,152.95,PLN
2014-07-11,154.46,PLN
2014-07-14,155.96,PLN
2014-07-15,156.51,PLN
2014-07-16,157.46,PLN
2014-07-17,157.05,PLN
2014-07-18,157.06,PLN
2014-07-21,157.21,PLN
2014-07-22,158.24,PLN
2014-07-23,159.34,PLN
2014-07-24,160.07,PLN
2014-07-25,160.85,PLN
2014-07-28,160.52,PLN
2014-07-29,160.06,PLN
2014-07-30,158.88,PLN
2014-07-31,156.66,PLN
2014-08-01,157.31,PLN
2014-08-04,157.66,PLN
2014-08-05,156.84,PLN
2014-08-06,155.03,PLN
2014-08-07,153.82,PLN
2014-08-08,153.28,PLN
2014-08-11,153.32,PLN
2014-08-12,153.81,PLN
2014-08-13,154.87,PLN
2014-08-14,155.39,PLN
2014-08-18,156.66,PLN
2014-08-19,158.20,PLN
2014-08-20,158.15,PLN
2014-08-21,158.51,PLN
2014-08-22,158.35,PLN
2014-08-25,159.05,PLN
2014-08-26,160.62,PLN
2014-08-27,160.62,PLN
2014-08-28,159.87,PLN
2014-08-29,160.03,PLN
2014-09-01,160.95,PLN
2014-09-02,161.59,PLN
2014-09-03,163.49,PLN
2014-09-04,165.17,PLN
2014-09-05,165.77,PLN
2014-09-08,166.01,PLN
2014-09-09,163.89,PLN
2014-09-10,163.17,PLN
2014-09-11,161.94,PLN
2014-09-12,160.95,PLN
2014-09-15,161.36,PLN
2014-09-16,162.25,PLN
2014-09-17,162.95,PLN
2014-09-18,161.75,PLN
2014-09-19,162.15,PLN
2014-09-22,161.29,PLN
2014-09-23,160.16,PLN
2014-09-24,159.00,PLN
2014-09-25,158.90,PLN
2014-09-26,158.37,PLN
2014-09-29,158.11,PLN
2014-09-30,159.20,PLN
2014-10-01,157.51,PLN
2014-10-02,156.38,PLN
2014-10-03,157.16,PLN
2014-10-06,157.31,PLN
2014-10-07,156.76,PLN
2014-10-08,154.61,PLN
2014-10-09,157.10,PLN
2014-10-10,154.14,PLN
2014-10-13,155.88,PLN
2014-10-14,155.34,PLN
2014-10-15,155.21,PLN
2014-10-16,153.94,PLN
2014-10-17,156.62,PLN
2014-10-20,157.47,PLN
2014-10-21,160.10,PLN
2014-10-22,161.11,PLN
2014-10-23,163.39,PLN
2014-10-24,163.01,PLN
2014-10-27,162.61,PLN
2014-10-28,163.69,PLN
2014-10-29,164.05,PLN
2014-10-30,164.28,PLN
2014-10-31,165.82,PLN
2014-11-03,165.19,PLN
2014-11-04,165.28,PLN
2014-11-05,163.22,PLN
2014-11-06,160.87,PLN
2014-11-07,161.56,PLN
2014-11-10,161.33,PLN
2014-11-12,163.67,PLN
2014-11-13,163.84,PLN
2014-11-14,165.08,PLN
2014-11-17,164.52,PLN
2014-11-18,165.54,PLN
2014-11-19,165.27,PLN
2014-11-20,165.12,PLN
2014-11-21,167.53,PLN
2014-11-24,167.05,PLN
2014-11-25,166.41,PLN
2014-11-26,167.71,PLN
2014-11-27,168.45,PLN
2014-11-28,170.26,PLN
2014-12-01,169.55,PLN
2014-12-02,168.30,PLN
2014-12-03,168.53,PLN
2014-12-04,169.22,PLN
2014-12-05,168.60,PLN
2014-12-08,167.33,PLN
2014-12-09,164.44,PLN
2014-12-10,164.17,PLN
2014-12-11,164.65,PLN
2014-12-12,161.83,PLN
2014-12-15,159.01,PLN
2014-12-16,153.06,PLN
2014-12-17,155.96,PLN
2014-12-18,162.53,PLN
2014-12-19,163.24,PLN
2014-12-22,164.87,PLN
2014-12-23,164.82,PLN
2014-12-29,164.66,PLN
2014-12-30,166.22,PLN
2015-01-02,167.06,PLN
2015-01-05,167.14,PLN
2015-01-07,169.64,PLN
2015-01-08,172.24,PLN
2015-01-09,171.60,PLN
2015-01-12,172.39,PLN
2015-01-13,174.82,PLN
2015-01-14,173.96,PLN
2015-01-15,174.05,PLN
2015-01-16,173.81,PLN
2015-01-19,173.08,PLN
2015-01-20,175.04,PLN
2015-01-21,177.52,PLN
2015-01-22,177.65,PLN
2015-01-23,179.50,PLN
2015-01-26,178.89,PLN
2015-01-27,178.18,PLN
2015-01-28,176.64,PLN
2015-01-29,174.78,PLN
2015-01-30,174.01,PLN
2015-02-02,173.67,PLN
2015-02-03,172.19,PLN
2015-02-04,169.60,PLN
2015-02-05,169.73,PLN
2015-02-06,168.36,PLN
2015-02-09,166.42,PLN
2015-02-10,166.98,PLN
2015-02-11,166.51,PLN
2015-02-12,169.75,PLN
2015-02-13,170.25,PLN
2015-02-16,171.56,PLN
2015-02-17,170.34,PLN
2015-02-18,170.90,PLN
2015-02-19,171.99,PLN
2015-02-20,171.48,PLN
2015-02-23,172.06,PLN
2015-02-24,172.55,PLN
2015-02-25,171.98,PLN
2015-02-26,170.55,PLN
2015-02-27,169.15,PLN
2015-03-02,169.18,PLN
2015-03-03,168.43,PLN
2015-03-04,167.08,PLN
2015-03-05,165.78,PLN
2015-03-06,165.64,PLN
2015-03-09,166.31,PLN
2015-03-10,162.93,PLN
2015-03-11,165.50,PLN
2015-03-12,165.98,PLN
2015-03-13,164.88,PLN
2015-03-16,165.94,PLN
2015-03-17,167.23,PLN
2015-03-18,167.37,PLN
2015-03-19,170.00,PLN
2015-03-20,171.06,PLN
2015-03-23,171.91,PLN
2015-03-24,169.88,PLN
2015-03-25,169.83,PLN
2015-03-26,166.57,PLN
2015-03-27,166.58,PLN
2015-03-30,168.61,PLN
2015-03-31,168.11,PLN
2015-04-01,168.49,PLN
2015-04-02,169.16,PLN
2015-04-07,170.56,PLN
2015-04-08,170.61,PLN
2015-04-09,172.15,PLN
2015-04-10,172.00,PLN
2015-04-13,171.97,PLN
2015-04-14,171.12,PLN
2015-04-15,170.42,PLN
2015-04-16,171.00,PLN
2015-04-17,170.03,PLN
2015-04-20,170.90,PLN
2015-04-21,172.02,PLN
2015-04-22,171.87,PLN
2015-04-23,171.64,PLN
2015-04-24,172.80,PLN
2015-04-27,174.69,PLN
2015-04-28,174.73,PLN
2015-04-29,173.32,PLN
2015-04-30,171.67,PLN
2015-05-04,171.97,PLN
2015-05-05,170.42,PLN
2015-05-06,170.15,PLN
2015-05-07,170.03,PLN
2015-05-08,172.95,PLN
2015-05-11,174.00,PLN
2015-05-12,174.42,PLN
2015-05-13,175.88,PLN
2015-05-14,175.86,PLN
2015-05-15,176.64,PLN
2015-05-18,177.34,PLN
2015-05-19,178.76,PLN
2015-05-20,177.86,PLN
2015-05-21,178.05,PLN
2015-05-22,176.83,PLN
2015-05-25,175.69,PLN
2015-05-26,174.73,PLN
2015-05-27,176.33,PLN
2015-05-28,174.50,PLN
2015-05-29,172.70,PLN
2015-06-01,170.40,PLN
2015-06-02,170.77,PLN
2015-06-03,171.02,PLN
2015-06-05,169.41,PLN
2015-06-08,162.47,PLN
2015-06-09,162.56,PLN
2015-06-10,165.17,PLN
2015-06-11,165.94,PLN
2015-06-12,165.58,PLN
2015-06-15,162.63,PLN
2015-06-16,163.79,PLN
2015-06-17,163.34,PLN
2015-06-18,164.71,PLN
2015-06-19,165.27,PLN
2015-06-22,168.78,PLN
2015-06-23,169.18,PLN
2015-06-24,170.08,PLN
2015-06-25,169.74,PLN
2015-06-26,170.23,PLN
2015-06-29,167.04,PLN
2015-06-30,167.95,PLN
2015-07-01,167.45,PLN
2015-07-02,167.46,PLN
2015-07-03,166.35,PLN
2015-07-06,167.09,PLN
2015-07-07,165.86,PLN
2015-07-08,164.30,PLN
2015-07-09,167.64,PLN
2015-07-10,168.59,PLN
2015-07-13,169.33,PLN
2015-07-14,169.67,PLN
2015-07-15,168.75,PLN
2015-07-16,170.07,PLN
2015-07-17,169.61,PLN
2015-07-20,167.81,PLN
2015-07-21,168.24,PLN
2015-07-22,165.77,PLN
2015-07-23,163.28,PLN
2015-07-24,163.17,PLN
2015-07-27,160.53,PLN
2015-07-28,161.29,PLN
2015-07-29,162.06,PLN
2015-07-30,162.37,PLN
2015-07-31,164.75,PLN
2015-08-03,163.38,PLN
2015-08-04,163.99,PLN
2015-08-05,165.71,PLN
2015-08-06,165.01,PLN
2015-08-07,165.21,PLN
2015-08-10,164.99,PLN
2015-08-11,166.81,PLN
2015-08-12,163.77,PLN
2015-08-13,163.16,PLN
2015-08-14,161.28,PLN
2015-08-17,159.91,PLN
2015-08-18,157.78,PLN
2015-08-19,157.66,PLN
2015-08-20,155.19,PLN
2015-08-21,153.63,PLN
2015-08-24,146.04,PLN
2015-08-25,149.13,PLN
2015-08-26,149.13,PLN
2015-08-27,152.93,PLN
2015-08-28,152.99,PLN
2015-08-31,154.34,PLN
2015-09-01,150.60,PLN
2015-09-02,150.52,PLN
2015-09-03,152.38,PLN
2015-09-04,150.67,PLN
2015-09-07,148.54,PLN
2015-09-08,149.10,PLN
2015-09-09,149.11,PLN
2015-09-10,149.10,PLN
2015-09-11,147.89,PLN
2015-09-14,146.74,PLN
2015-09-15,148.72,PLN
2015-09-16,150.04,PLN
2015-09-17,151.10,PLN
2015-09-18,149.51,PLN
2015-09-21,150.71,PLN
2015-09-22,148.94,PLN
2015-09-23,148.50,PLN
2015-09-24,147.11,PLN
2015-09-25,148.52,PLN
2015-09-28,145.65,PLN
2015-09-29,147.09,PLN
2015-09-30,148.22,PLN
2015-10-01,148.50,PLN
2015-10-02,148.21,PLN
2015-10-05,152.13,PLN
2015-10-06,153.35,PLN
2015-10-07,155.47,PLN
2015-10-08,155.89,PLN
2015-10-09,157.35,PLN
2015-10-12,156.25,PLN
2015-10-13,154.47,PLN
2015-10-14,155.29,PLN
2015-10-15,156.65,PLN
2015-10-16,156.04,PLN
2015-10-19,156.98,PLN
2015-10-20,157.96,PLN
2015-10-21,157.88,PLN
2015-10-22,159.29,PLN
2015-10-23,160.22,PLN
2015-10-26,159.39,PLN
2015-10-27,158.59,PLN
2015-10-28,159.11,PLN
2015-10-29,157.59,PLN
2015-10-30,158.39,PLN
2015-11-02,165.86,PLN
2015-11-03,164.11,PLN
2015-11-04,165.24,PLN
2015-11-05,162.97,PLN
2015-11-06,162.73,PLN
2015-11-09,162.54,PLN
2015-11-10,161.96,PLN
2015-11-12,162.64,PLN
2015-11-13,161.60,PLN
2015-11-16,160.88,PLN
2015-11-17,162.65,PLN
2015-11-18,162.88,PLN
2015-11-19,162.84,PLN
2015-11-20,163.62,PLN
2015-11-23,162.41,PLN
2015-11-24,158.04,PLN
2015-11-25,158.16,PLN
2015-11-26,156.89,PLN
2015-11-27,156.63,PLN
2015-11-30,156.68,PLN
2015-12-01,158.40,PLN
2015-12-02,157.65,PLN
2015-12-03,156.06,PLN
2015-12-04,154.10,PLN
2015-12-07,153.80,PLN
