Data,Wartość dla NN (L) Globalny Spółek Dywidendowych (A),Waluta
2013-08-08,154.13,PLN
2013-08-09,154.77,PLN
2013-08-12,155.21,PLN
2013-08-13,156.08,PLN
2013-08-14,155.78,PLN
2013-08-16,153.58,PLN
2013-08-19,152.46,PLN
2013-08-20,151.40,PLN
2013-08-21,150.68,PLN
2013-08-22,152.02,PLN
2013-08-23,152.51,PLN
2013-08-26,152.39,PLN
2013-08-27,149.84,PLN
2013-08-28,150.38,PLN
2013-08-29,151.58,PLN
2013-08-30,151.23,PLN
2013-09-02,152.13,PLN
2013-09-03,152.60,PLN
2013-09-04,153.24,PLN
2013-09-05,154.57,PLN
2013-09-06,154.80,PLN
2013-09-09,154.88,PLN
2013-09-10,156.12,PLN
2013-09-11,156.26,PLN
2013-09-12,155.92,PLN
2013-09-13,156.61,PLN
2013-09-16,156.71,PLN
2013-09-17,156.90,PLN
2013-09-18,158.33,PLN
2013-09-19,156.72,PLN
2013-09-20,156.23,PLN
2013-09-23,156.07,PLN
2013-09-24,156.05,PLN
2013-09-25,155.62,PLN
2013-09-26,155.85,PLN
2013-09-27,154.84,PLN
2013-09-30,153.93,PLN
2013-10-01,155.06,PLN
2013-10-02,154.13,PLN
2013-10-03,153.14,PLN
2013-10-04,153.99,PLN
2013-10-07,153.28,PLN
2013-10-08,152.03,PLN
2013-10-09,152.63,PLN
2013-10-10,155.25,PLN
2013-10-11,155.60,PLN
2013-10-14,155.85,PLN
2013-10-15,156.68,PLN
2013-10-16,157.77,PLN
2013-10-17,157.12,PLN
2013-10-18,157.57,PLN
2013-10-21,158.07,PLN
2013-10-22,157.94,PLN
2013-10-23,156.62,PLN
2013-10-24,156.63,PLN
2013-10-25,156.71,PLN
2013-10-28,157.10,PLN
2013-10-29,157.84,PLN
2013-10-30,157.74,PLN
2013-10-31,158.92,PLN
2013-11-04,160.18,PLN
2013-11-05,160.07,PLN
2013-11-06,160.65,PLN
2013-11-07,160.66,PLN
2013-11-08,161.93,PLN
2013-11-12,160.75,PLN
2013-11-13,161.69,PLN
2013-11-14,161.80,PLN
2013-11-15,162.24,PLN
2013-11-18,161.74,PLN
2013-11-19,160.99,PLN
2013-11-20,161.43,PLN
2013-11-21,161.55,PLN
2013-11-22,161.28,PLN
2013-11-25,161.60,PLN
2013-11-26,160.67,PLN
2013-11-27,160.68,PLN
2013-11-28,160.75,PLN
2013-11-29,160.53,PLN
2013-12-02,160.63,PLN
2013-12-03,159.37,PLN
2013-12-04,159.02,PLN
2013-12-05,157.03,PLN
2013-12-06,158.26,PLN
2013-12-09,158.24,PLN
2013-12-10,157.37,PLN
2013-12-11,155.88,PLN
2013-12-12,155.21,PLN
2013-12-13,155.01,PLN
2013-12-16,155.75,PLN
2013-12-17,155.40,PLN
2013-12-18,156.85,PLN
2013-12-19,158.39,PLN
2013-12-20,159.18,PLN
2013-12-23,159.77,PLN
2013-12-27,160.91,PLN
2013-12-30,160.72,PLN
2014-01-02,161.05,PLN
2014-01-03,161.71,PLN
2014-01-07,161.53,PLN
2014-01-08,161.60,PLN
2014-01-09,161.42,PLN
2014-01-10,161.20,PLN
2014-01-13,160.98,PLN
2014-01-14,161.07,PLN
2014-01-15,162.95,PLN
2014-01-16,163.07,PLN
2014-01-17,163.31,PLN
2014-01-20,163.28,PLN
2014-01-21,162.94,PLN
2014-01-22,163.03,PLN
2014-01-23,160.68,PLN
2014-01-24,158.03,PLN
2014-01-27,157.27,PLN
2014-01-28,157.83,PLN
2014-01-29,157.58,PLN
2014-01-30,158.92,PLN
2014-01-31,159.09,PLN
2014-02-03,156.36,PLN
2014-02-04,156.01,PLN
2014-02-05,156.04,PLN
2014-02-06,157.27,PLN
2014-02-07,158.70,PLN
2014-02-10,158.68,PLN
2014-02-11,160.06,PLN
2014-02-12,161.42,PLN
2014-02-13,161.02,PLN
2014-02-14,161.54,PLN
2014-02-17,161.51,PLN
2014-02-18,161.94,PLN
2014-02-19,161.76,PLN
2014-02-20,162.15,PLN
2014-02-21,162.30,PLN
2014-02-24,163.06,PLN
2014-02-25,163.00,PLN
2014-02-26,163.45,PLN
2014-02-27,163.55,PLN
2014-02-28,162.53,PLN
2014-03-03,160.94,PLN
2014-03-04,163.23,PLN
2014-03-05,163.40,PLN
2014-03-06,162.87,PLN
2014-03-07,161.90,PLN
2014-03-10,161.32,PLN
2014-03-11,161.10,PLN
2014-03-12,160.20,PLN
2014-03-13,158.70,PLN
2014-03-14,157.97,PLN
2014-03-17,159.13,PLN
2014-03-18,160.47,PLN
2014-03-19,160.07,PLN
2014-03-20,161.35,PLN
2014-03-21,161.77,PLN
2014-03-24,161.03,PLN
2014-03-25,162.37,PLN
2014-03-26,162.47,PLN
2014-03-27,163.14,PLN
2014-03-28,163.93,PLN
2014-03-31,164.81,PLN
2014-04-01,165.18,PLN
2014-04-02,165.88,PLN
2014-04-03,166.34,PLN
2014-04-04,166.28,PLN
2014-04-07,164.34,PLN
2014-04-08,164.05,PLN
2014-04-09,164.52,PLN
2014-04-10,162.47,PLN
2014-04-11,160.91,PLN
2014-04-14,162.48,PLN
2014-04-15,162.43,PLN
2014-04-16,164.09,PLN
2014-04-17,164.26,PLN
2014-04-22,165.42,PLN
2014-04-23,164.80,PLN
2014-04-24,165.30,PLN
2014-04-25,164.58,PLN
2014-04-28,164.91,PLN
2014-04-29,166.26,PLN
2014-04-30,165.98,PLN
2014-05-02,165.89,PLN
2014-05-05,165.58,PLN
2014-05-06,164.57,PLN
2014-05-07,165.08,PLN
2014-05-08,166.62,PLN
2014-05-09,167.30,PLN
2014-05-12,168.13,PLN
2014-05-13,169.22,PLN
2014-05-14,169.46,PLN
2014-05-15,168.36,PLN
2014-05-16,168.83,PLN
2014-05-19,168.37,PLN
2014-05-20,167.77,PLN
2014-05-21,168.67,PLN
2014-05-22,169.64,PLN
2014-05-23,170.32,PLN
2014-05-26,170.29,PLN
2014-05-27,171.16,PLN
2014-05-28,171.26,PLN
2014-05-29,171.57,PLN
2014-05-30,171.17,PLN
2014-06-02,171.71,PLN
2014-06-03,171.44,PLN
2014-06-04,171.51,PLN
2014-06-05,172.05,PLN
2014-06-06,172.50,PLN
2014-06-09,173.13,PLN
2014-06-10,173.96,PLN
2014-06-11,173.63,PLN
2014-06-12,173.04,PLN
2014-06-13,173.76,PLN
2014-06-16,173.24,PLN
2014-06-17,173.76,PLN
2014-06-18,174.35,PLN
2014-06-20,175.14,PLN
2014-06-23,174.82,PLN
2014-06-24,174.12,PLN
2014-06-25,173.45,PLN
2014-06-26,173.75,PLN
2014-06-27,173.45,PLN
2014-06-30,172.99,PLN
2014-07-01,174.17,PLN
2014-07-02,174.94,PLN
2014-07-03,176.41,PLN
2014-07-04,176.65,PLN
2014-07-07,175.65,PLN
2014-07-08,174.18,PLN
2014-07-09,173.99,PLN
2014-07-10,173.35,PLN
2014-07-11,173.41,PLN
2014-07-14,174.06,PLN
2014-07-15,174.35,PLN
2014-07-16,176.05,PLN
2014-07-17,174.54,PLN
2014-07-18,175.28,PLN
2014-07-21,174.59,PLN
2014-07-22,176.06,PLN
2014-07-23,176.40,PLN
2014-07-24,176.58,PLN
2014-07-25,176.33,PLN
2014-07-28,176.36,PLN
2014-07-29,176.47,PLN
2014-07-30,176.70,PLN
2014-07-31,174.37,PLN
2014-08-01,172.89,PLN
2014-08-04,173.16,PLN
2014-08-05,172.80,PLN
2014-08-06,172.66,PLN
2014-08-07,171.95,PLN
2014-08-08,171.61,PLN
2014-08-11,173.10,PLN
2014-08-12,173.20,PLN
2014-08-13,173.69,PLN
2014-08-14,174.38,PLN
2014-08-18,175.47,PLN
2014-08-19,176.81,PLN
2014-08-20,177.25,PLN
2014-08-21,177.90,PLN
2014-08-22,178.10,PLN
2014-08-25,179.53,PLN
2014-08-26,180.03,PLN
2014-08-27,180.37,PLN
2014-08-28,180.08,PLN
2014-08-29,180.56,PLN
2014-09-01,180.53,PLN
2014-09-02,180.93,PLN
2014-09-03,181.50,PLN
2014-09-04,183.65,PLN
2014-09-05,183.44,PLN
2014-09-08,183.13,PLN
2014-09-09,182.49,PLN
2014-09-10,182.73,PLN
2014-09-11,182.65,PLN
2014-09-12,182.23,PLN
2014-09-15,182.20,PLN
2014-09-16,182.64,PLN
2014-09-17,182.96,PLN
2014-09-18,184.37,PLN
2014-09-19,185.27,PLN
2014-09-22,184.23,PLN
2014-09-23,182.37,PLN
2014-09-24,183.97,PLN
2014-09-25,182.38,PLN
2014-09-26,183.39,PLN
2014-09-29,182.75,PLN
2014-09-30,183.37,PLN
2014-10-01,181.93,PLN
2014-10-02,179.41,PLN
2014-10-03,181.88,PLN
2014-10-06,181.56,PLN
2014-10-07,178.79,PLN
2014-10-08,178.77,PLN
2014-10-09,176.15,PLN
2014-10-10,174.40,PLN
2014-10-13,173.01,PLN
2014-10-14,173.12,PLN
2014-10-15,169.34,PLN
2014-10-16,168.55,PLN
2014-10-17,171.09,PLN
2014-10-20,171.53,PLN
2014-10-21,175.01,PLN
2014-10-22,175.59,PLN
2014-10-23,177.13,PLN
2014-10-24,177.60,PLN
2014-10-27,176.61,PLN
2014-10-28,177.98,PLN
2014-10-29,178.06,PLN
2014-10-30,179.84,PLN
2014-10-31,183.45,PLN
2014-11-03,182.84,PLN
2014-11-04,181.11,PLN
2014-11-05,183.70,PLN
2014-11-06,184.48,PLN
2014-11-07,184.92,PLN
2014-11-10,185.30,PLN
2014-11-12,184.45,PLN
2014-11-13,184.31,PLN
2014-11-14,184.50,PLN
2014-11-17,184.96,PLN
2014-11-18,185.19,PLN
2014-11-19,184.77,PLN
2014-11-20,184.75,PLN
2014-11-21,188.13,PLN
2014-11-24,187.52,PLN
2014-11-25,187.09,PLN
2014-11-26,186.79,PLN
2014-11-27,186.87,PLN
2014-11-28,186.58,PLN
2014-12-01,185.48,PLN
2014-12-02,187.41,PLN
2014-12-03,189.11,PLN
2014-12-04,186.14,PLN
2014-12-05,189.03,PLN
2014-12-08,187.23,PLN
2014-12-09,184.17,PLN
2014-12-10,181.77,PLN
2014-12-11,182.24,PLN
2014-12-12,178.09,PLN
2014-12-15,175.98,PLN
2014-12-16,175.81,PLN
2014-12-17,178.91,PLN
2014-12-18,184.33,PLN
2014-12-19,185.27,PLN
2014-12-22,185.67,PLN
2014-12-23,187.46,PLN
2014-12-29,188.03,PLN
2014-12-30,187.06,PLN
2015-01-02,187.76,PLN
2015-01-05,184.75,PLN
2015-01-07,185.66,PLN
2015-01-08,189.34,PLN
2015-01-09,186.96,PLN
2015-01-12,186.72,PLN
2015-01-13,187.49,PLN
2015-01-14,185.20,PLN
2015-01-15,188.67,PLN
2015-01-16,191.47,PLN
2015-01-19,190.13,PLN
2015-01-20,191.59,PLN
2015-01-21,192.59,PLN
2015-01-22,197.21,PLN
2015-01-23,199.32,PLN
2015-01-26,199.56,PLN
2015-01-27,196.25,PLN
2015-01-28,195.37,PLN
2015-01-29,195.58,PLN
2015-01-30,194.45,PLN
2015-02-02,195.35,PLN
2015-02-03,196.65,PLN
2015-02-04,196.97,PLN
2015-02-05,198.46,PLN
2015-02-06,199.18,PLN
2015-02-09,198.79,PLN
2015-02-10,199.80,PLN
2015-02-11,199.25,PLN
2015-02-12,200.85,PLN
2015-02-13,201.80,PLN
2015-02-16,201.77,PLN
2015-02-17,202.27,PLN
2015-02-18,203.34,PLN
2015-02-19,202.98,PLN
2015-02-20,203.79,PLN
2015-02-23,203.62,PLN
2015-02-24,204.60,PLN
2015-02-25,204.83,PLN
2015-02-26,207.16,PLN
2015-02-27,207.29,PLN
2015-03-02,207.55,PLN
2015-03-03,206.78,PLN
2015-03-04,208.28,PLN
2015-03-05,209.08,PLN
2015-03-06,209.80,PLN
2015-03-09,209.98,PLN
2015-03-10,209.19,PLN
2015-03-11,211.75,PLN
2015-03-12,212.26,PLN
2015-03-13,212.81,PLN
2015-03-16,213.71,PLN
2015-03-17,212.69,PLN
2015-03-18,214.02,PLN
2015-03-19,213.79,PLN
2015-03-20,213.74,PLN
2015-03-23,212.09,PLN
2015-03-24,211.95,PLN
2015-03-25,208.76,PLN
2015-03-26,208.58,PLN
2015-03-27,208.80,PLN
2015-03-30,211.20,PLN
2015-03-31,211.23,PLN
2015-04-01,210.76,PLN
2015-04-02,209.74,PLN
2015-04-07,212.45,PLN
2015-04-08,213.29,PLN
2015-04-09,216.23,PLN
2015-04-10,218.38,PLN
2015-04-13,218.63,PLN
2015-04-14,217.41,PLN
2015-04-15,220.10,PLN
2015-04-16,218.39,PLN
2015-04-17,215.69,PLN
2015-04-20,217.39,PLN
2015-04-21,217.19,PLN
2015-04-22,219.13,PLN
2015-04-23,218.57,PLN
2015-04-24,218.75,PLN
2015-04-27,218.69,PLN
2015-04-28,216.99,PLN
2015-04-29,213.08,PLN
2015-04-30,210.88,PLN
2015-05-04,212.19,PLN
2015-05-05,209.80,PLN
2015-05-06,206.87,PLN
2015-05-07,207.88,PLN
2015-05-08,212.24,PLN
2015-05-11,213.28,PLN
2015-05-12,210.68,PLN
2015-05-13,209.20,PLN
2015-05-14,209.99,PLN
2015-05-15,209.01,PLN
2015-05-18,210.34,PLN
2015-05-19,214.12,PLN
2015-05-20,215.11,PLN
2015-05-21,215.64,PLN
2015-05-22,216.77,PLN
2015-05-25,216.73,PLN
2015-05-26,216.18,PLN
2015-05-27,218.22,PLN
2015-05-28,217.45,PLN
2015-05-29,214.85,PLN
2015-06-01,215.48,PLN
2015-06-02,211.94,PLN
2015-06-03,210.35,PLN
2015-06-05,210.14,PLN
2015-06-08,207.68,PLN
2015-06-09,206.82,PLN
2015-06-10,209.19,PLN
2015-06-11,210.84,PLN
2015-06-12,209.11,PLN
2015-06-15,207.29,PLN
2015-06-16,208.37,PLN
2015-06-17,208.04,PLN
2015-06-18,206.87,PLN
2015-06-19,207.75,PLN
2015-06-22,209.41,PLN
2015-06-23,213.29,PLN
2015-06-24,212.76,PLN
2015-06-25,211.93,PLN
2015-06-26,212.41,PLN
2015-06-29,207.47,PLN
2015-06-30,206.56,PLN
2015-07-01,208.64,PLN
2015-07-02,208.64,PLN
2015-07-03,208.36,PLN
2015-07-06,206.51,PLN
2015-07-07,207.38,PLN
2015-07-08,203.49,PLN
2015-07-09,205.31,PLN
2015-07-10,206.17,PLN
2015-07-13,210.88,PLN
2015-07-14,212.11,PLN
2015-07-15,212.82,PLN
2015-07-16,215.37,PLN
2015-07-17,215.50,PLN
2015-07-20,215.30,PLN
2015-07-21,213.76,PLN
2015-07-22,212.83,PLN
2015-07-23,211.43,PLN
2015-07-24,209.30,PLN
2015-07-27,205.34,PLN
2015-07-28,208.19,PLN
2015-07-29,209.86,PLN
2015-07-30,212.42,PLN
2015-07-31,210.89,PLN
2015-08-03,211.07,PLN
2015-08-04,210.70,PLN
2015-08-05,213.78,PLN
2015-08-06,212.34,PLN
2015-08-07,211.22,PLN
2015-08-10,212.79,PLN
2015-08-11,208.91,PLN
2015-08-12,204.84,PLN
2015-08-13,205.66,PLN
2015-08-14,205.91,PLN
2015-08-17,206.82,PLN
2015-08-18,206.97,PLN
2015-08-19,204.14,PLN
2015-08-20,198.98,PLN
2015-08-21,192.25,PLN
2015-08-24,180.67,PLN
2015-08-25,183.66,PLN
2015-08-26,186.22,PLN
2015-08-27,193.95,PLN
2015-08-28,194.90,PLN
2015-08-31,194.31,PLN
2015-09-01,188.24,PLN
2015-09-02,189.82,PLN
2015-09-03,193.53,PLN
2015-09-04,189.47,PLN
2015-09-07,189.43,PLN
2015-09-08,192.07,PLN
2015-09-09,192.93,PLN
2015-09-10,191.21,PLN
2015-09-11,190.01,PLN
2015-09-14,188.92,PLN
2015-09-15,190.87,PLN
2015-09-16,193.15,PLN
2015-09-17,192.59,PLN
2015-09-18,188.36,PLN
2015-09-21,190.70,PLN
2015-09-22,187.87,PLN
2015-09-23,187.25,PLN
2015-09-24,183.51,PLN
2015-09-25,186.87,PLN
2015-09-28,182.03,PLN
2015-09-29,181.20,PLN
2015-09-30,185.76,PLN
2015-10-01,185.02,PLN
2015-10-02,186.31,PLN
2015-10-05,191.89,PLN
2015-10-06,192.27,PLN
2015-10-07,194.46,PLN
2015-10-08,195.33,PLN
2015-10-09,194.79,PLN
2015-10-12,194.05,PLN
2015-10-13,192.60,PLN
2015-10-14,191.25,PLN
2015-10-15,194.33,PLN
2015-10-16,195.61,PLN
2015-10-19,195.77,PLN
2015-10-20,195.25,PLN
2015-10-21,194.58,PLN
2015-10-22,199.68,PLN
2015-10-23,203.88,PLN
2015-10-26,202.91,PLN
2015-10-27,201.16,PLN
2015-10-28,203.19,PLN
2015-10-29,203.33,PLN
2015-10-30,202.08,PLN
2015-11-02,203.66,PLN
2015-11-03,206.05,PLN
2015-11-04,207.26,PLN
2015-11-05,206.68,PLN
2015-11-06,208.50,PLN
2015-11-09,207.06,PLN
2015-11-10,207.52,PLN
2015-11-12,203.18,PLN
2015-11-13,202.13,PLN
2015-11-16,203.64,PLN
2015-11-17,206.07,PLN
2015-11-18,207.56,PLN
2015-11-19,206.79,PLN
2015-11-20,207.54,PLN
2015-11-23,207.30,PLN
2015-11-24,206.65,PLN
2015-11-25,207.67,PLN
2015-11-26,208.40,PLN
2015-11-27,208.00,PLN
2015-11-30,208.53,PLN
2015-12-01,208.98,PLN
2015-12-02,207.72,PLN
2015-12-03,200.51,PLN
2015-12-04,201.14,PLN
2015-12-07,200.56,PLN
2015-12-08,197.65,PLN
2015-12-09,196.12,PLN
2015-12-10,196.33,PLN
2015-12-11,192.22,PLN
2015-12-14,190.32,PLN
2015-12-15,195.03,PLN
2015-12-16,196.53,PLN
2015-12-17,196.41,PLN
2015-12-18,194.32,PLN
2015-12-21,193.15,PLN
2015-12-22,193.79,PLN
2015-12-23,198.81,PLN
2015-12-28,196.41,PLN
2015-12-29,199.00,PLN
2015-12-30,197.70,PLN
2016-01-04,194.82,PLN
2016-01-05,196.68,PLN
2016-01-07,188.35,PLN
2016-01-08,184.56,PLN
2016-01-11,184.70,PLN
2016-01-12,185.11,PLN
2016-01-13,183.72,PLN
2016-01-14,184.95,PLN
2016-01-15,179.83,PLN
2016-01-18,179.69,PLN
2016-01-19,179.68,PLN
2016-01-20,175.18,PLN
2016-01-21,177.51,PLN
2016-01-22,182.27,PLN
2016-01-25,179.50,PLN
2016-01-26,181.34,PLN
2016-01-27,181.44,PLN
2016-01-28,180.35,PLN
2016-01-29,185.49,PLN
2016-02-01,183.31,PLN
2016-02-02,179.30,PLN
2016-02-03,177.53,PLN
2016-02-04,177.23,PLN
2016-02-05,176.02,PLN
2016-02-08,172.87,PLN
2016-02-09,167.94,PLN
2016-02-10,169.61,PLN
2016-02-11,164.93,PLN
2016-02-12,169.95,PLN
2016-02-15,169.92,PLN
2016-02-16,176.48,PLN
2016-02-17,179.53,PLN
2016-02-18,180.02,PLN
2016-02-19,178.53,PLN
2016-02-22,181.89,PLN
2016-02-23,179.48,PLN
2016-02-24,178.39,PLN
2016-02-25,180.92,PLN
2016-02-26,183.36,PLN
2016-02-29,184.28,PLN
2016-03-01,187.38,PLN
2016-03-02,190.39,PLN
2016-03-03,190.60,PLN
2016-03-04,190.88,PLN
2016-03-07,191.54,PLN
2016-03-08,188.40,PLN
2016-03-09,189.56,PLN
2016-03-10,187.03,PLN
2016-03-11,191.06,PLN
2016-03-14,191.94,PLN
2016-03-15,190.46,PLN
2016-03-16,190.84,PLN
2016-03-17,189.64,PLN
2016-03-18,190.23,PLN
2016-03-21,190.21,PLN
2016-03-22,190.36,PLN
2016-03-23,189.53,PLN
2016-03-24,188.05,PLN
2016-03-29,188.79,PLN
2016-03-30,188.15,PLN
2016-03-31,186.77,PLN
2016-04-01,186.55,PLN
2016-04-04,186.20,PLN
2016-04-05,183.06,PLN
2016-04-06,184.65,PLN
2016-04-07,182.95,PLN
2016-04-08,184.14,PLN
2016-04-11,184.38,PLN
2016-04-12,186.84,PLN
2016-04-13,192.11,PLN
2016-04-14,192.59,PLN
2016-04-15,191.64,PLN
2016-04-18,191.63,PLN
2016-04-19,193.31,PLN
2016-04-20,194.99,PLN
2016-04-21,195.19,PLN
2016-04-22,196.23,PLN
2016-04-25,194.89,PLN
2016-04-26,195.02,PLN
2016-04-27,195.29,PLN
2016-04-28,194.65,PLN
2016-04-29,190.83,PLN
2016-05-02,189.45,PLN
2016-05-04,185.27,PLN
2016-05-05,186.15,PLN
2016-05-06,185.93,PLN
2016-05-09,185.35,PLN
2016-05-10,187.40,PLN
2016-05-11,185.93,PLN
2016-05-12,186.15,PLN
2016-05-13,186.20,PLN
2016-05-16,186.83,PLN
2016-05-17,186.47,PLN
2016-05-18,187.96,PLN
2016-05-19,187.85,PLN
2016-05-20,189.30,PLN
2016-05-23,189.35,PLN
2016-05-24,192.40,PLN
2016-05-25,194.80,PLN
2016-05-27,195.64,PLN
2016-05-30,195.61,PLN
2016-05-31,195.32,PLN
2016-06-01,193.71,PLN
2016-06-02,194.09,PLN
2016-06-03,191.49,PLN
2016-06-06,191.88,PLN
2016-06-07,193.47,PLN
2016-06-08,193.15,PLN
2016-06-09,192.53,PLN
2016-06-10,189.97,PLN
2016-06-13,187.45,PLN
2016-06-14,186.79,PLN
2016-06-15,187.22,PLN
2016-06-16,187.94,PLN
2016-06-17,188.58,PLN
2016-06-20,190.92,PLN
2016-06-21,192.83,PLN
2016-06-22,192.60,PLN
2016-06-23,194.75,PLN
2016-06-24,186.38,PLN
2016-06-27,182.98,PLN
2016-06-28,185.15,PLN
2016-06-29,188.81,PLN
2016-06-30,190.56,PLN
2016-07-01,191.03,PLN
2016-07-04,191.01,PLN
2016-07-05,188.68,PLN
2016-07-06,188.25,PLN
2016-07-07,188.62,PLN
2016-07-08,191.70,PLN
2016-07-11,193.21,PLN
2016-07-12,196.10,PLN
2016-07-13,195.58,PLN
2016-07-14,197.19,PLN
2016-07-15,197.81,PLN
2016-07-18,198.28,PLN
2016-07-19,198.19,PLN
2016-07-20,198.95,PLN
2016-07-21,199.45,PLN
2016-07-22,199.74,PLN
2016-07-25,199.58,PLN
2016-07-26,199.50,PLN
2016-07-27,199.71,PLN
2016-07-28,197.41,PLN
2016-07-29,197.85,PLN
2016-08-01,197.08,PLN
2016-08-02,193.62,PLN
2016-08-03,194.56,PLN
2016-08-04,195.85,PLN
2016-08-05,198.25,PLN
2016-08-08,199.50,PLN
2016-08-09,199.60,PLN
2016-08-10,197.88,PLN
2016-08-11,199.55,PLN
2016-08-12,199.24,PLN
2016-08-16,197.53,PLN
2016-08-17,197.00,PLN
2016-08-18,197.06,PLN
2016-08-19,196.18,PLN
2016-08-22,196.04,PLN
2016-08-23,197.22,PLN
2016-08-24,197.84,PLN
2016-08-25,196.83,PLN
2016-08-26,197.05,PLN
2016-08-29,198.65,PLN
2016-08-30,199.18,PLN
2016-08-31,199.11,PLN
2016-09-01,198.77,PLN
2016-09-02,200.84,PLN
2016-09-05,200.80,PLN
2016-09-06,200.36,PLN
2016-09-07,200.81,PLN
2016-09-08,200.58,PLN
2016-09-09,198.56,PLN
2016-09-12,198.83,PLN
2016-09-13,195.42,PLN
2016-09-14,194.74,PLN
2016-09-15,196.00,PLN
2016-09-16,195.92,PLN
2016-09-19,196.61,PLN
2016-09-20,196.38,PLN
2016-09-21,199.30,PLN
2016-09-22,199.67,PLN
2016-09-23,198.83,PLN
2016-09-26,195.70,PLN
2016-09-27,196.93,PLN
2016-09-28,197.79,PLN
2016-09-29,197.23,PLN
2016-09-30,197.81,PLN
2016-10-03,197.75,PLN
2016-10-04,198.78,PLN
2016-10-05,199.31,PLN
2016-10-06,199.63,PLN
2016-10-07,199.07,PLN
2016-10-10,200.35,PLN
2016-10-11,199.69,PLN
2016-10-12,199.66,PLN
2016-10-13,198.13,PLN
2016-10-14,199.28,PLN
2016-10-17,198.92,PLN
2016-10-18,200.98,PLN
2016-10-19,201.82,PLN
2016-10-20,202.95,PLN
2016-10-21,203.71,PLN
2016-10-24,203.91,PLN
2016-10-25,204.11,PLN
2016-10-26,203.32,PLN
2016-10-27,203.26,PLN
2016-10-28,203.09,PLN
2016-10-31,201.81,PLN
2016-11-02,197.01,PLN
2016-11-03,196.64,PLN
2016-11-04,195.39,PLN
2016-11-07,200.00,PLN
2016-11-08,200.48,PLN
2016-11-09,204.37,PLN
2016-11-10,206.85,PLN
2016-11-14,209.12,PLN
2016-11-15,210.20,PLN
2016-11-16,210.98,PLN
2016-11-17,211.60,PLN
2016-11-18,211.72,PLN
2016-11-21,212.22,PLN
2016-11-22,213.22,PLN
2016-11-23,213.78,PLN
2016-11-24,213.60,PLN
2016-11-25,213.33,PLN
2016-11-28,212.35,PLN
2016-11-29,211.97,PLN
2016-11-30,212.43,PLN
2016-12-01,212.69,PLN
2016-12-02,211.83,PLN
2016-12-05,211.49,PLN
2016-12-06,213.54,PLN
2016-12-07,215.91,PLN
2016-12-08,219.44,PLN
2016-12-09,221.59,PLN
2016-12-12,220.35,PLN
2016-12-13,221.64,PLN
2016-12-14,220.32,PLN
2016-12-15,224.56,PLN
2016-12-16,224.48,PLN
2016-12-19,223.60,PLN
2016-12-20,225.13,PLN
2016-12-21,223.76,PLN
2016-12-22,222.84,PLN
2016-12-23,222.88,PLN
2016-12-27,222.86,PLN
2016-12-28,222.89,PLN
2016-12-29,221.31,PLN
2016-12-30,220.20,PLN
2017-01-02,220.16,PLN
2017-01-03,224.62,PLN
2017-01-04,225.01,PLN
2017-01-05,223.25,PLN
2017-01-09,222.99,PLN
2017-01-10,222.64,PLN
2017-01-11,224.68,PLN
2017-01-12,221.44,PLN
2017-01-13,222.75,PLN
2017-01-16,222.09,PLN
2017-01-17,220.93,PLN
2017-01-18,220.84,PLN
2017-01-19,221.14,PLN
2017-01-20,220.71,PLN
2017-01-23,219.07,PLN
2017-01-24,220.38,PLN
2017-01-25,222.56,PLN
2017-01-26,222.95,PLN
2017-01-27,221.83,PLN
2017-01-30,220.56,PLN
2017-01-31,218.45,PLN
2017-02-01,219.56,PLN
2017-02-02,218.87,PLN
2017-02-03,220.76,PLN
2017-02-06,220.55,PLN
2017-02-07,221.20,PLN
2017-02-08,221.32,PLN
2017-02-09,222.96,PLN
2017-02-10,224.35,PLN
2017-02-13,226.21,PLN
2017-02-14,227.38,PLN
2017-02-15,228.51,PLN
2017-02-16,226.89,PLN
2017-02-17,227.44,PLN
2017-02-20,227.74,PLN
2017-02-21,230.04,PLN
2017-02-22,229.73,PLN
2017-02-23,228.97,PLN
2017-02-24,228.60,PLN
2017-02-27,227.71,PLN
2017-02-28,227.29,PLN
2017-03-01,230.89,PLN
2017-03-02,231.10,PLN
2017-03-03,230.72,PLN
2017-03-06,229.10,PLN
2017-03-07,228.55,PLN
2017-03-08,228.77,PLN
2017-03-09,228.45,PLN
2017-03-10,228.21,PLN
2017-03-13,228.25,PLN
2017-03-14,227.69,PLN
2017-03-15,229.27,PLN
2017-03-16,228.69,PLN
2017-03-17,228.52,PLN
2017-03-20,227.61,PLN
2017-03-21,225.24,PLN
2017-03-22,224.71,PLN
2017-03-23,225.43,PLN
2017-03-24,225.07,PLN
2017-03-27,223.47,PLN
2017-03-28,225.41,PLN
2017-03-29,227.58,PLN
2017-03-30,228.17,PLN
2017-03-31,228.63,PLN
2017-04-03,228.28,PLN
2017-04-04,227.80,PLN
2017-04-05,227.43,PLN
2017-04-06,227.97,PLN
2017-04-07,228.51,PLN
2017-04-10,228.91,PLN
2017-04-11,228.55,PLN
2017-04-12,227.98,PLN
2017-04-13,226.19,PLN
2017-04-18,224.09,PLN
2017-04-19,223.97,PLN
2017-04-20,224.66,PLN
2017-04-21,225.30,PLN
2017-04-24,226.17,PLN
2017-04-25,226.15,PLN
2017-04-26,227.17,PLN
2017-04-27,226.76,PLN
2017-04-28,225.70,PLN
